SystemTime_ISO,MsgType,FC_Time_us,brkval,freemem,freemem32,mavpackettype
2025-12-14 23:49:42.066,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:42.164,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:42.264,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:42.364,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:42.464,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:42.564,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:42.664,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:42.764,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:42.864,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:42.964,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:43.064,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:43.164,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:43.264,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:43.364,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:43.465,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:43.565,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:43.664,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:43.764,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:43.864,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:43.964,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:44.065,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:44.165,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:44.265,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:44.364,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:44.464,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:44.564,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:44.664,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:44.765,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:44.865,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:44.965,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:45.065,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:45.165,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:45.265,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:45.365,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:45.465,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:45.565,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:45.665,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:45.765,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:45.865,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:45.965,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:46.066,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:46.167,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:46.266,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:46.366,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:46.466,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:46.566,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:46.666,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:46.766,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:46.866,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:46.966,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:47.066,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:47.166,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:47.266,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:47.366,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:47.466,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:47.566,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:47.666,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:47.766,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:47.866,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:47.965,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:48.065,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:48.165,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:48.265,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:48.365,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:48.465,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:48.565,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:48.665,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:48.765,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:48.865,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:48.966,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:49.066,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:49.165,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:49.265,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:49.365,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:49.465,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:49.565,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:49.665,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:49.765,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:49.865,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:49.965,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:50.065,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:50.166,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:50.265,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:50.366,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:50.466,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:50.565,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:50.665,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:50.766,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:50.866,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:50.966,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:51.066,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:51.166,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:51.266,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:51.366,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:51.466,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:51.566,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:51.666,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:51.766,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:51.866,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:51.966,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:52.066,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:52.166,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:49:52.266,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:52.366,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:52.466,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:52.566,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:52.666,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:52.766,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:52.866,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:52.966,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:53.066,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:53.166,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:53.266,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:53.366,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:49:53.466,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:53.566,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:53.666,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:53.766,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:53.866,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:53.967,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:54.066,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:54.166,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:54.266,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:54.366,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:54.466,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:54.566,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:54.666,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:54.766,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:54.866,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:54.966,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:55.067,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:55.166,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:55.266,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:55.366,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:55.466,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:55.566,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:55.666,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:55.766,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:55.866,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:55.966,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:56.066,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:56.166,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:56.266,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:56.366,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:56.466,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:56.566,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:56.666,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:56.766,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:56.866,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:56.966,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:57.066,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:57.166,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:57.265,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:57.366,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:57.465,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:57.566,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:57.665,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:57.765,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:57.866,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:57.966,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:58.066,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:58.166,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:58.266,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:58.366,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:58.466,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:58.566,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:58.666,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:58.766,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:58.865,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:58.965,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:59.065,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:59.164,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:59.264,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:59.365,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:59.464,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:59.564,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:59.664,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:59.764,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:59.864,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:49:59.964,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:00.064,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:00.164,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:00.264,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:00.365,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:00.465,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:00.565,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:00.665,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:00.765,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:00.865,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:00.965,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:01.065,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:01.165,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:01.265,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:01.365,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:01.465,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:01.565,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:01.665,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:01.765,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:01.865,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:01.965,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-14 23:50:02.065,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:02.165,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:02.265,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:02.365,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:02.465,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:02.565,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:02.665,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:02.765,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:02.865,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:02.965,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:03.065,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:03.165,MEMINFO,0,0,65535,594232,MEMINFO
2025-12-14 23:50:03.265,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:03.365,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:03.465,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:03.565,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:03.665,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:03.765,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:03.865,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:03.967,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:04.067,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:04.166,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:04.266,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:04.366,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:04.466,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:04.566,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:04.666,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:04.766,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:04.867,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:04.966,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:05.066,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:05.166,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:05.266,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:05.367,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:05.467,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:05.566,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:05.666,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:05.767,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:05.867,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:05.967,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-14 23:50:06.067,MEMINFO,0,0,65535,595512,MEMINFO
