SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,mission_mode,mission_state,seq,total
2025-12-14 23:49:42.067,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:42.165,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:42.264,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:42.364,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:42.464,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:42.564,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:42.664,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:42.765,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:42.864,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:42.965,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:43.065,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:43.165,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:43.265,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:43.365,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:43.465,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:43.565,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:43.665,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:43.765,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:43.865,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:43.965,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:44.065,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:44.165,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:44.265,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:44.365,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:44.465,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:44.565,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:44.665,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:44.765,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:44.865,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:44.965,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:45.065,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:45.165,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:45.267,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:45.365,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:45.465,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:45.565,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:45.665,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:45.765,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:45.865,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:45.965,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:46.067,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:46.167,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:46.267,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:46.367,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:46.467,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:46.567,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:46.667,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:46.767,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:46.867,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:46.967,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:47.067,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:47.167,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:47.267,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:47.367,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:47.467,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:47.567,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:47.667,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:47.767,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:47.867,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:47.966,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:48.066,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:48.166,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:48.266,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:48.366,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:48.466,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:48.566,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:48.666,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:48.766,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:48.866,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:48.967,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:49.066,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:49.166,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:49.266,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:49.366,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:49.466,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:49.566,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:49.666,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:49.766,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:49.866,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:49.966,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:50.066,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:50.166,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:50.266,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:50.366,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:50.467,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:50.566,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:50.666,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:50.767,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:50.866,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:50.966,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:51.066,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:51.166,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:51.266,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:51.366,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:51.466,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:51.566,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:51.666,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:51.766,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:51.866,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:51.966,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:52.067,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:52.166,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:52.266,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:52.366,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:52.467,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:52.567,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:52.667,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:52.767,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:52.867,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:52.967,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:53.067,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:53.167,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:53.267,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:53.367,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:53.467,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:53.567,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:53.667,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:53.767,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:53.867,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:53.967,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:54.067,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:54.167,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:54.267,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:54.367,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:54.467,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:54.567,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:54.667,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:54.767,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:54.867,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:54.967,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:55.067,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:55.167,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:55.267,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:55.367,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:55.467,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:55.567,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:55.667,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:55.767,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:55.867,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:55.967,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:56.067,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:56.167,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:56.267,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:56.367,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:56.467,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:56.567,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:56.667,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:56.767,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:56.867,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:56.967,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:57.067,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:57.167,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-14 23:49:57.266,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
