SystemTime_ISO,MsgType,FC_Time_us,landed_state,mavpackettype,vtol_state
2025-12-14 23:50:02.069,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:02.169,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:02.270,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:02.369,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:02.469,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:02.569,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:02.670,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:02.769,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:02.869,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:02.969,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:03.069,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:03.169,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:03.269,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:03.369,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:03.469,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:03.569,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:03.669,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:03.769,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:03.873,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:03.976,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:04.075,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:04.175,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:04.275,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:04.375,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:04.475,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:04.575,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:04.675,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:04.775,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:04.875,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:04.975,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:05.075,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:05.175,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:05.275,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:05.375,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:05.475,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:05.574,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:05.676,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:05.776,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:05.875,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:05.975,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:06.075,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:06.175,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:06.275,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:06.375,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:06.475,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:06.575,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:06.675,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:06.775,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:06.875,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:06.974,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:07.074,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:07.174,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:07.274,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:07.374,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:07.474,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:07.574,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:07.674,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:07.774,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:07.876,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:07.975,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:08.074,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:08.174,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:08.274,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:08.374,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:08.474,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:08.574,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:08.674,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:08.774,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:08.874,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
2025-12-14 23:50:08.974,EXTENDED_SYS_STATE,0,1,EXTENDED_SYS_STATE,3
