SystemTime_ISO,MsgType,FC_Time_us,alt_error,aspd_error,mavpackettype,nav_bearing,nav_pitch,nav_roll,target_bearing,wp_dist,xtrack_error
2025-12-14 23:49:42.066,NAV_CONTROLLER_OUTPUT,0,2.3416130542755127,0.0,NAV_CONTROLLER_OUTPUT,96,-0.0003985755902249366,-8.842601528158411e-05,0,0,0.0
2025-12-14 23:49:42.164,NAV_CONTROLLER_OUTPUT,0,2.3441574573516846,0.0,NAV_CONTROLLER_OUTPUT,96,-0.0003985755320172757,-8.842609531711787e-05,0,0,0.0
2025-12-14 23:49:42.264,NAV_CONTROLLER_OUTPUT,0,2.3459060192108154,0.0,NAV_CONTROLLER_OUTPUT,96,-0.00039857561932876706,-8.842613169690594e-05,0,0,0.0
2025-12-14 23:49:42.364,NAV_CONTROLLER_OUTPUT,0,2.3466384410858154,0.0,NAV_CONTROLLER_OUTPUT,96,-0.0003985755320172757,-8.842611714499071e-05,0,0,0.0
2025-12-14 23:49:42.464,NAV_CONTROLLER_OUTPUT,0,2.3472092151641846,0.0,NAV_CONTROLLER_OUTPUT,96,-0.0003985755320172757,-8.842614624882117e-05,0,0,0.0
2025-12-14 23:49:42.564,NAV_CONTROLLER_OUTPUT,0,2.3470349311828613,0.0,NAV_CONTROLLER_OUTPUT,96,-0.0003985756484325975,-8.842621900839731e-05,0,0,0.0
2025-12-14 23:49:42.664,NAV_CONTROLLER_OUTPUT,0,2.3484585285186768,0.0,NAV_CONTROLLER_OUTPUT,96,-0.000398575677536428,-8.842624811222777e-05,0,0,0.0
2025-12-14 23:49:42.764,NAV_CONTROLLER_OUTPUT,0,2.3499755859375,0.0,NAV_CONTROLLER_OUTPUT,96,-0.000398575677536428,-8.842625538818538e-05,0,0,0.0
2025-12-14 23:49:42.864,NAV_CONTROLLER_OUTPUT,0,2.350613832473755,0.0,NAV_CONTROLLER_OUTPUT,96,-0.0003985756484325975,-8.842618262860924e-05,0,0,0.0
2025-12-14 23:49:42.964,NAV_CONTROLLER_OUTPUT,0,2.3492209911346436,0.0,NAV_CONTROLLER_OUTPUT,96,-0.0003985758521594107,-8.842628449201584e-05,0,0,0.0
2025-12-14 23:49:43.064,NAV_CONTROLLER_OUTPUT,0,2.3467235565185547,0.0,NAV_CONTROLLER_OUTPUT,96,-0.0003985758521594107,-8.842628449201584e-05,0,0,0.0
