SystemTime_ISO,MsgType,FC_Time_us,airspeed_variance,compass_variance,flags,mavpackettype,pos_horiz_variance,pos_vert_variance,terrain_alt_variance,velocity_variance
2025-12-14 23:49:42.075,EKF_STATUS_REPORT,0,0.0,0.06707646697759628,167,EKF_STATUS_REPORT,0.007065559737384319,0.008271769620478153,0.0,0.0
2025-12-14 23:49:42.168,EKF_STATUS_REPORT,0,0.0,0.06951700150966644,167,EKF_STATUS_REPORT,0.007080220617353916,0.003191760741174221,0.0,0.0
2025-12-14 23:49:42.269,EKF_STATUS_REPORT,0,0.0,0.03684426099061966,167,EKF_STATUS_REPORT,0.007097763475030661,0.0005782186635769904,0.0,0.0
2025-12-14 23:49:42.368,EKF_STATUS_REPORT,0,0.0,0.05410823971033096,167,EKF_STATUS_REPORT,0.0071153477765619755,0.004428090527653694,0.0,0.0
2025-12-14 23:49:42.468,EKF_STATUS_REPORT,0,0.0,0.06184092164039612,167,EKF_STATUS_REPORT,0.007137855514883995,0.002617467427626252,0.0,0.0
2025-12-14 23:49:42.569,EKF_STATUS_REPORT,0,0.0,0.0387704074382782,167,EKF_STATUS_REPORT,0.007162689696997404,0.013773496262729168,0.0,0.0
2025-12-14 23:49:42.669,EKF_STATUS_REPORT,0,0.0,0.06690849363803864,167,EKF_STATUS_REPORT,0.007182192988693714,0.006830157246440649,0.0,0.0
2025-12-14 23:49:42.768,EKF_STATUS_REPORT,0,0.0,0.04379703104496002,167,EKF_STATUS_REPORT,0.007204294670373201,0.001815722556784749,0.0,0.0
2025-12-14 23:49:42.868,EKF_STATUS_REPORT,0,0.0,0.06925097852945328,167,EKF_STATUS_REPORT,0.007224502973258495,0.008341885171830654,0.0,0.0
2025-12-14 23:49:42.968,EKF_STATUS_REPORT,0,0.0,0.05124155059456825,167,EKF_STATUS_REPORT,0.007248263340443373,0.006197341717779636,0.0,0.0
2025-12-14 23:49:43.068,EKF_STATUS_REPORT,0,0.0,0.04596034437417984,167,EKF_STATUS_REPORT,0.007277596276253462,0.0019910919945687056,0.0,0.0
2025-12-14 23:49:43.168,EKF_STATUS_REPORT,0,0.0,0.0711519867181778,167,EKF_STATUS_REPORT,0.007310692686587572,0.0063295550644397736,0.0,0.0
2025-12-14 23:49:43.268,EKF_STATUS_REPORT,0,0.0,0.07965774834156036,167,EKF_STATUS_REPORT,0.007336942944675684,0.01534167118370533,0.0,0.0
2025-12-14 23:49:43.368,EKF_STATUS_REPORT,0,0.0,0.05844102054834366,167,EKF_STATUS_REPORT,0.007366619072854519,0.007806758861988783,0.0,0.0
2025-12-14 23:49:43.468,EKF_STATUS_REPORT,0,0.0,0.07869099825620651,167,EKF_STATUS_REPORT,0.0073920306749641895,0.004761203657835722,0.0,0.0
2025-12-14 23:49:43.568,EKF_STATUS_REPORT,0,0.0,0.050090886652469635,167,EKF_STATUS_REPORT,0.007425193674862385,0.009590153582394123,0.0,0.0
2025-12-14 23:49:43.668,EKF_STATUS_REPORT,0,0.0,0.05073468014597893,167,EKF_STATUS_REPORT,0.007455361541360617,0.00554262287914753,0.0,0.0
2025-12-14 23:49:43.769,EKF_STATUS_REPORT,0,0.0,0.016423625871539116,167,EKF_STATUS_REPORT,0.007480732165277004,6.657528138021007e-05,0.0,0.0
2025-12-14 23:49:43.868,EKF_STATUS_REPORT,0,0.0,0.022762292996048927,167,EKF_STATUS_REPORT,0.007504113018512726,0.0013935540337115526,0.0,0.0
2025-12-14 23:49:43.968,EKF_STATUS_REPORT,0,0.0,0.034877944737672806,167,EKF_STATUS_REPORT,0.007526811212301254,0.0017062455881386995,0.0,0.0
2025-12-14 23:49:44.068,EKF_STATUS_REPORT,0,0.0,0.02951265498995781,167,EKF_STATUS_REPORT,0.007545262109488249,0.01734667830169201,0.0,0.0
2025-12-14 23:49:44.168,EKF_STATUS_REPORT,0,0.0,0.004312948789447546,167,EKF_STATUS_REPORT,0.007554085459560156,0.0026457300409674644,0.0,0.0
2025-12-14 23:49:44.268,EKF_STATUS_REPORT,0,0.0,0.05509773641824722,167,EKF_STATUS_REPORT,0.007569432724267244,0.006127739325165749,0.0,0.0
2025-12-14 23:49:44.368,EKF_STATUS_REPORT,0,0.0,0.02979452721774578,167,EKF_STATUS_REPORT,0.007584672886878252,0.04053555428981781,0.0,0.0
2025-12-14 23:49:44.468,EKF_STATUS_REPORT,0,0.0,0.052394457161426544,167,EKF_STATUS_REPORT,0.007600659970194101,0.008488129824399948,0.0,0.0
2025-12-14 23:49:44.568,EKF_STATUS_REPORT,0,0.0,0.02086249366402626,167,EKF_STATUS_REPORT,0.007613245863467455,0.01118041854351759,0.0,0.0
2025-12-14 23:49:44.668,EKF_STATUS_REPORT,0,0.0,0.03787600249052048,167,EKF_STATUS_REPORT,0.007625038269907236,0.016958709806203842,0.0,0.0
2025-12-14 23:49:44.768,EKF_STATUS_REPORT,0,0.0,0.029941627755761147,167,EKF_STATUS_REPORT,0.007627956103533506,0.0014940639957785606,0.0,0.0
2025-12-14 23:49:44.868,EKF_STATUS_REPORT,0,0.0,0.014606235548853874,167,EKF_STATUS_REPORT,0.007633562199771404,0.013805036433041096,0.0,0.0
2025-12-14 23:49:44.968,EKF_STATUS_REPORT,0,0.0,0.061298660933971405,167,EKF_STATUS_REPORT,0.0076379962265491486,0.006356500089168549,0.0,0.0
2025-12-14 23:49:45.068,EKF_STATUS_REPORT,0,0.0,0.05421430617570877,167,EKF_STATUS_REPORT,0.007640811149030924,0.013218367472290993,0.0,0.0
2025-12-14 23:49:45.168,EKF_STATUS_REPORT,0,0.0,0.04617811739444733,167,EKF_STATUS_REPORT,0.007639043498784304,0.001484310138039291,0.0,0.0
2025-12-14 23:49:45.271,EKF_STATUS_REPORT,0,0.0,0.05902685970067978,167,EKF_STATUS_REPORT,0.007639936171472073,0.002650054870173335,0.0,0.0
2025-12-14 23:49:45.368,EKF_STATUS_REPORT,0,0.0,0.027029501274228096,167,EKF_STATUS_REPORT,0.007642622105777264,0.009674552828073502,0.0,0.0
2025-12-14 23:49:45.468,EKF_STATUS_REPORT,0,0.0,0.05868793651461601,167,EKF_STATUS_REPORT,0.007642820477485657,0.004009418189525604,0.0,0.0
2025-12-14 23:49:45.568,EKF_STATUS_REPORT,0,0.0,0.06913621723651886,167,EKF_STATUS_REPORT,0.007645523175597191,0.004620437044650316,0.0,0.0
2025-12-14 23:49:45.668,EKF_STATUS_REPORT,0,0.0,0.05646577477455139,167,EKF_STATUS_REPORT,0.0076447417959570885,0.00273841037414968,0.0,0.0
2025-12-14 23:49:45.768,EKF_STATUS_REPORT,0,0.0,0.05244145169854164,167,EKF_STATUS_REPORT,0.007638480048626661,0.010661883279681206,0.0,0.0
2025-12-14 23:49:45.868,EKF_STATUS_REPORT,0,0.0,0.060565702617168427,167,EKF_STATUS_REPORT,0.007632447872310877,0.008274280466139317,0.0,0.0
2025-12-14 23:49:45.972,EKF_STATUS_REPORT,0,0.0,0.05176675319671631,167,EKF_STATUS_REPORT,0.007630317471921444,0.003222058294340968,0.0,0.0
2025-12-14 23:49:46.075,EKF_STATUS_REPORT,0,0.0,0.02978227287530899,167,EKF_STATUS_REPORT,0.007626811508089304,0.014722040854394436,0.0,0.0
2025-12-14 23:49:46.174,EKF_STATUS_REPORT,0,0.0,0.0392964668571949,167,EKF_STATUS_REPORT,0.007623081561177969,0.004178951494395733,0.0,0.0
2025-12-14 23:49:46.274,EKF_STATUS_REPORT,0,0.0,0.04948806017637253,167,EKF_STATUS_REPORT,0.007619708310812712,0.018832121044397354,0.0,0.0
2025-12-14 23:49:46.373,EKF_STATUS_REPORT,0,0.0,0.06805609911680222,167,EKF_STATUS_REPORT,0.007610381580889225,0.0037550150882452726,0.0,0.0
2025-12-14 23:49:46.473,EKF_STATUS_REPORT,0,0.0,0.015748947858810425,167,EKF_STATUS_REPORT,0.007605777122080326,0.00263673416338861,0.0,0.0
2025-12-14 23:49:46.573,EKF_STATUS_REPORT,0,0.0,0.011627811938524246,167,EKF_STATUS_REPORT,0.007604917511343956,0.010081508196890354,0.0,0.0
2025-12-14 23:49:46.673,EKF_STATUS_REPORT,0,0.0,0.03162406384944916,167,EKF_STATUS_REPORT,0.007605819962918758,0.0055466340854763985,0.0,0.0
2025-12-14 23:49:46.773,EKF_STATUS_REPORT,0,0.0,0.05040514096617699,167,EKF_STATUS_REPORT,0.007610078901052475,0.014367192052304745,0.0,0.0
2025-12-14 23:49:46.873,EKF_STATUS_REPORT,0,0.0,0.05468272790312767,167,EKF_STATUS_REPORT,0.0076105957850813866,0.012387906201183796,0.0,0.0
2025-12-14 23:49:46.973,EKF_STATUS_REPORT,0,0.0,0.04556838050484657,167,EKF_STATUS_REPORT,0.007607759442180395,0.0018798195524141192,0.0,0.0
2025-12-14 23:49:47.073,EKF_STATUS_REPORT,0,0.0,0.028182053938508034,167,EKF_STATUS_REPORT,0.007609425578266382,0.004388025961816311,0.0,0.0
2025-12-14 23:49:47.173,EKF_STATUS_REPORT,0,0.0,0.04350242763757706,167,EKF_STATUS_REPORT,0.007613701280206442,0.008207482285797596,0.0,0.0
2025-12-14 23:49:47.273,EKF_STATUS_REPORT,0,0.0,0.06164149194955826,167,EKF_STATUS_REPORT,0.007617275696247816,0.005894373171031475,0.0,0.0
2025-12-14 23:49:47.373,EKF_STATUS_REPORT,0,0.0,0.06367848813533783,167,EKF_STATUS_REPORT,0.0076218596659600735,0.005909943021833897,0.0,0.0
