SystemTime_ISO,MsgType,FC_Time_us,I2Cerr,Vcc,mavpackettype
2025-12-14 23:50:11.973,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:12.073,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:12.172,HWSTATUS,0,0,5241,HWSTATUS
2025-12-14 23:50:12.272,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:12.372,HWSTATUS,0,0,5246,HWSTATUS
2025-12-14 23:50:12.473,HWSTATUS,0,0,5240,HWSTATUS
2025-12-14 23:50:12.573,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:12.673,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:12.773,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:12.872,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:12.974,HWSTATUS,0,0,5246,HWSTATUS
2025-12-14 23:50:13.073,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:13.173,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:13.273,HWSTATUS,0,0,5242,HWSTATUS
2025-12-14 23:50:13.373,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:13.473,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:13.573,HWSTATUS,0,0,5241,HWSTATUS
2025-12-14 23:50:13.674,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:13.774,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:13.873,HWSTATUS,0,0,5245,HWSTATUS
2025-12-14 23:50:13.973,HWSTATUS,0,0,5241,HWSTATUS
2025-12-14 23:50:14.073,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:14.173,HWSTATUS,0,0,5246,HWSTATUS
2025-12-14 23:50:14.273,HWSTATUS,0,0,5242,HWSTATUS
2025-12-14 23:50:14.373,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:14.473,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:14.573,HWSTATUS,0,0,5245,HWSTATUS
2025-12-14 23:50:14.673,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:14.773,HWSTATUS,0,0,5242,HWSTATUS
2025-12-14 23:50:14.873,HWSTATUS,0,0,5242,HWSTATUS
2025-12-14 23:50:14.973,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:15.073,HWSTATUS,0,0,5241,HWSTATUS
2025-12-14 23:50:15.173,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:15.273,HWSTATUS,0,0,5245,HWSTATUS
2025-12-14 23:50:15.374,HWSTATUS,0,0,5241,HWSTATUS
2025-12-14 23:50:15.473,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:15.574,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:15.673,HWSTATUS,0,0,5238,HWSTATUS
2025-12-14 23:50:15.773,HWSTATUS,0,0,5240,HWSTATUS
2025-12-14 23:50:15.874,HWSTATUS,0,0,5245,HWSTATUS
2025-12-14 23:50:15.973,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:16.073,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:16.173,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:16.273,HWSTATUS,0,0,5242,HWSTATUS
2025-12-14 23:50:16.372,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:16.472,HWSTATUS,0,0,5240,HWSTATUS
2025-12-14 23:50:16.572,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:16.672,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:16.772,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:16.872,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:16.972,HWSTATUS,0,0,5242,HWSTATUS
2025-12-14 23:50:17.072,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:17.172,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:17.272,HWSTATUS,0,0,5241,HWSTATUS
2025-12-14 23:50:17.372,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:17.472,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:17.572,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:17.672,HWSTATUS,0,0,5242,HWSTATUS
2025-12-14 23:50:17.772,HWSTATUS,0,0,5245,HWSTATUS
2025-12-14 23:50:17.872,HWSTATUS,0,0,5238,HWSTATUS
2025-12-14 23:50:17.972,HWSTATUS,0,0,5243,HWSTATUS
2025-12-14 23:50:18.072,HWSTATUS,0,0,5244,HWSTATUS
2025-12-14 23:50:18.172,HWSTATUS,0,0,5243,HWSTATUS
