SystemTime_ISO,MsgType,FC_Time_us,accel_weight,error_rp,error_yaw,mavpackettype,omegaIx,omegaIy,omegaIz,renorm_val
2025-12-14 23:49:42.073,AHRS,0,0.0,0.001908759935759008,0.031700801104307175,AHRS,-0.00014705424837302417,0.0007332463865168393,-0.002320727566257119,0.0
2025-12-14 23:49:42.168,AHRS,0,0.0,0.001908759935759008,0.034304309636354446,AHRS,-0.00014711820404045284,0.0007347658392973244,-0.002309072995558381,0.0
2025-12-14 23:49:42.268,AHRS,0,0.0,0.001908759935759008,0.028413886204361916,AHRS,-0.00014715777069795877,0.0007363674812950194,-0.0023027758579701185,0.0
2025-12-14 23:49:42.367,AHRS,0,0.0,0.0018305301200598478,0.027062667533755302,AHRS,-0.0001472213480155915,0.0007379245362244546,-0.002293654717504978,0.0
2025-12-14 23:49:42.468,AHRS,0,0.0,0.0018305301200598478,0.02819123864173889,AHRS,-0.00014729730901308358,0.0007394715212285519,-0.002283299807459116,0.0
2025-12-14 23:49:42.567,AHRS,0,0.0,0.0017478982917964458,0.022985713556408882,AHRS,-0.00014735983859281987,0.000741071009542793,-0.0022766932379454374,0.0
2025-12-14 23:49:42.667,AHRS,0,0.0,0.0017478982917964458,0.026542074978351593,AHRS,-0.0001474568562116474,0.0007426288211718202,-0.002265598624944687,0.0
2025-12-14 23:49:42.767,AHRS,0,0.0,0.0018542406614869833,0.022330136969685555,AHRS,-0.0001476486650062725,0.000744821853004396,-0.002260008128359914,0.0
2025-12-14 23:49:42.867,AHRS,0,0.0,0.0018542406614869833,0.026764817535877228,AHRS,-0.00014775096497032791,0.00074637500802055,-0.002248534932732582,0.0
2025-12-14 23:49:42.967,AHRS,0,0.0,0.0017533957725390792,0.024824585765600204,AHRS,-0.00014783696678932756,0.0007479617488570511,-0.002239945577457547,0.0
2025-12-14 23:49:43.067,AHRS,0,0.0,0.0017533957725390792,0.021533912047743797,AHRS,-0.00014798587653785944,0.0007498750928789377,-0.0022331401705741882,0.0
2025-12-14 23:49:43.167,AHRS,0,0.0,0.0016774107934907079,0.026524176821112633,AHRS,-0.00014817249029874802,0.0007517546764574945,-0.002222345909103751,0.0
2025-12-14 23:49:43.267,AHRS,0,0.0,0.0016774107934907079,0.03316075727343559,AHRS,-0.0001483164814999327,0.0007533131865784526,-0.002209299011155963,0.0
2025-12-14 23:49:43.367,AHRS,0,0.0,0.001698138890787959,0.03196227550506592,AHRS,-0.0001485631219111383,0.0007555338670499623,-0.00220143748447299,0.0
2025-12-14 23:49:43.467,AHRS,0,0.0,0.001698138890787959,0.037079863250255585,AHRS,-0.0001487140398239717,0.0007571157766506076,-0.002188600366935134,0.0
2025-12-14 23:49:43.567,AHRS,0,0.0,0.0017255678540095687,0.03228577971458435,AHRS,-0.0001488403504481539,0.0007587508880533278,-0.0021802980918437243,0.0
2025-12-14 23:49:43.667,AHRS,0,0.0,0.0017255678540095687,0.028933236375451088,AHRS,-0.00014896837819833308,0.000760389375500381,-0.002171900821849704,0.0
