SystemTime_ISO,MsgType,FC_Time_us,autopilot,base_mode,custom_mode,mavlink_version,mavpackettype,system_status,type
2025-12-14 23:49:42.014,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:42.063,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:42.163,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:42.263,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:42.363,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:42.463,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:42.563,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:42.663,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:42.763,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:42.863,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:42.963,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:43.063,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:43.163,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:43.263,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:43.363,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:43.463,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:43.563,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:43.663,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:43.763,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:43.863,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:43.963,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:44.063,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:44.163,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:44.263,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:44.363,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2025-12-14 23:49:44.463,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
