SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,seq
2025-12-14 23:49:42.076,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:42.169,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:42.269,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:42.369,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:42.469,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:42.569,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:42.669,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:42.768,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:42.869,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:42.968,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:43.069,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:43.168,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:43.268,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:43.369,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:43.468,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:43.569,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:43.668,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:43.769,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:43.868,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:43.968,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:44.068,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:44.168,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:44.269,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:44.368,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:44.468,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:44.568,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:44.668,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:44.768,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:44.869,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:44.969,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:45.069,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:45.169,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:45.271,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:45.369,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:45.468,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:45.569,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:45.668,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:45.768,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:45.868,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:45.972,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:46.076,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:46.175,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:46.275,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:46.374,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:46.474,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:46.574,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:46.674,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:46.774,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:46.874,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:46.974,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:47.074,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:47.174,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:47.274,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:47.374,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:47.474,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:47.574,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:47.674,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:47.774,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:47.874,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:47.973,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:48.073,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:48.173,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:48.273,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:48.373,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:48.473,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:48.573,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:48.673,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:48.773,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:48.873,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:48.975,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:49.074,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:49.173,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:49.273,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:49.373,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:49.473,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:49.573,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:49.673,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
2025-12-14 23:49:49.773,MISSION_ITEM_REACHED,0,MISSION_ITEM_REACHED,65535
