SystemTime_ISO,MsgType,FC_Time_us,brkval,freemem,freemem32,mavpackettype
2025-12-15 00:39:17.261,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:17.359,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:17.459,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:17.559,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:17.659,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:17.759,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:17.859,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:17.959,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:18.059,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:18.159,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:18.260,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:18.359,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:18.459,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:18.559,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:18.659,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:18.759,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:18.859,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:18.959,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:19.059,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:19.159,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:19.259,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:19.360,MEMINFO,0,0,65535,595512,MEMINFO
2025-12-15 00:39:19.460,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-15 00:39:19.560,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-15 00:39:19.660,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-15 00:39:19.760,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-15 00:39:19.860,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-15 00:39:19.960,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-15 00:39:20.060,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-15 00:39:20.160,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-15 00:39:20.260,MEMINFO,0,0,65535,595392,MEMINFO
2025-12-15 00:39:20.360,MEMINFO,0,0,65535,595392,MEMINFO
