SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,param_count,param_id,param_index,param_type,param_value
2025-12-15 00:39:45.725,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:40:16.726,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:40:47.727,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:41:18.729,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:41:49.730,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:42:20.731,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:42:51.731,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:43:22.732,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:43:53.733,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:44:24.734,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:44:55.736,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:45:26.736,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:45:57.737,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:46:28.738,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:46:59.739,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:47:30.740,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:48:01.740,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:48:32.742,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:49:03.743,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:49:34.744,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:50:05.745,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:50:36.745,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:51:07.746,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:51:38.747,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:52:09.749,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:52:40.750,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:53:11.751,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:53:42.751,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:54:13.752,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:54:44.753,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:55:15.754,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:55:46.756,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:56:17.756,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:56:48.757,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:57:19.758,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:57:50.759,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:58:21.760,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:58:52.761,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:59:23.761,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 00:59:54.763,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:00:25.764,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:00:56.765,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:01:27.766,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:01:58.767,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:02:29.767,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:03:00.768,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:03:31.770,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:04:02.771,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:04:33.772,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:05:04.772,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:05:35.773,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:06:06.774,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:06:37.776,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:07:08.777,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:07:39.778,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:08:10.778,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:08:41.779,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:09:12.780,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:09:43.781,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:10:14.782,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:10:45.784,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:11:16.784,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:11:47.785,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:12:18.786,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:12:49.787,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-15 01:13:20.788,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
