SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,tc1,ts1
2025-12-15 00:39:17.163,TIMESYNC,0,TIMESYNC,0,230057256001
2025-12-15 00:39:17.165,TIMESYNC,0,TIMESYNC,0,240059561001
2025-12-15 00:39:17.166,TIMESYNC,0,TIMESYNC,0,250062034001
2025-12-15 00:39:17.168,TIMESYNC,0,TIMESYNC,0,260064774001
2025-12-15 00:39:17.170,TIMESYNC,0,TIMESYNC,0,270067301001
2025-12-15 00:39:17.170,TIMESYNC,0,TIMESYNC,0,280069724001
2025-12-15 00:39:17.170,TIMESYNC,0,TIMESYNC,0,312194799001
2025-12-15 00:39:26.946,TIMESYNC,0,TIMESYNC,0,322197071001
2025-12-15 00:39:36.949,TIMESYNC,0,TIMESYNC,0,332199551001
2025-12-15 00:39:46.952,TIMESYNC,0,TIMESYNC,0,342202277001
2025-12-15 00:39:56.955,TIMESYNC,0,TIMESYNC,0,352204752001
2025-12-15 00:40:06.957,TIMESYNC,0,TIMESYNC,0,362207247001
2025-12-15 00:40:16.960,TIMESYNC,0,TIMESYNC,0,372209600001
2025-12-15 00:40:26.964,TIMESYNC,0,TIMESYNC,0,382212081001
2025-12-15 00:40:36.970,TIMESYNC,0,TIMESYNC,0,392215155001
2025-12-15 00:40:46.974,TIMESYNC,0,TIMESYNC,0,402217711001
2025-12-15 00:40:56.974,TIMESYNC,0,TIMESYNC,0,412220086001
2025-12-15 00:41:06.979,TIMESYNC,0,TIMESYNC,0,422222084001
2025-12-15 00:41:16.977,TIMESYNC,0,TIMESYNC,0,432224577001
2025-12-15 00:41:26.980,TIMESYNC,0,TIMESYNC,0,442227303001
2025-12-15 00:41:36.983,TIMESYNC,0,TIMESYNC,0,452229758001
2025-12-15 00:41:46.985,TIMESYNC,0,TIMESYNC,0,462232224001
2025-12-15 00:41:56.988,TIMESYNC,0,TIMESYNC,0,472234571001
2025-12-15 00:42:06.991,TIMESYNC,0,TIMESYNC,0,482237048001
2025-12-15 00:42:16.994,TIMESYNC,0,TIMESYNC,0,492239767001
2025-12-15 00:42:26.997,TIMESYNC,0,TIMESYNC,0,502242275001
2025-12-15 00:42:36.999,TIMESYNC,0,TIMESYNC,0,512244681001
2025-12-15 00:42:47.002,TIMESYNC,0,TIMESYNC,0,522247061001
2025-12-15 00:42:57.005,TIMESYNC,0,TIMESYNC,0,532249539001
2025-12-15 00:43:07.008,TIMESYNC,0,TIMESYNC,0,542252260001
2025-12-15 00:43:17.010,TIMESYNC,0,TIMESYNC,0,552254779001
2025-12-15 00:43:27.014,TIMESYNC,0,TIMESYNC,0,562257256001
2025-12-15 00:43:37.016,TIMESYNC,0,TIMESYNC,0,572259612001
2025-12-15 00:43:47.019,TIMESYNC,0,TIMESYNC,0,582262130001
2025-12-15 00:43:57.023,TIMESYNC,0,TIMESYNC,0,592264746001
2025-12-15 00:44:07.025,TIMESYNC,0,TIMESYNC,0,602267321001
2025-12-15 00:44:17.027,TIMESYNC,0,TIMESYNC,0,612269725001
2025-12-15 00:44:27.031,TIMESYNC,0,TIMESYNC,0,622272079001
2025-12-15 00:44:37.033,TIMESYNC,0,TIMESYNC,0,632274647001
2025-12-15 00:44:47.036,TIMESYNC,0,TIMESYNC,0,642277341001
2025-12-15 00:44:57.039,TIMESYNC,0,TIMESYNC,0,652279833001
2025-12-15 00:45:07.042,TIMESYNC,0,TIMESYNC,0,662282204001
2025-12-15 00:45:17.044,TIMESYNC,0,TIMESYNC,0,672284580001
2025-12-15 00:45:27.047,TIMESYNC,0,TIMESYNC,0,682287057001
2025-12-15 00:45:37.050,TIMESYNC,0,TIMESYNC,0,692289756001
2025-12-15 00:45:47.053,TIMESYNC,0,TIMESYNC,0,702292252001
2025-12-15 00:45:57.056,TIMESYNC,0,TIMESYNC,0,712294726001
2025-12-15 00:46:07.058,TIMESYNC,0,TIMESYNC,0,722297059001
2025-12-15 00:46:17.061,TIMESYNC,0,TIMESYNC,0,732299495001
2025-12-15 00:46:27.064,TIMESYNC,0,TIMESYNC,0,742302308001
2025-12-15 00:46:37.067,TIMESYNC,0,TIMESYNC,0,752304763001
2025-12-15 00:46:47.069,TIMESYNC,0,TIMESYNC,0,762307266001
2025-12-15 00:46:57.073,TIMESYNC,0,TIMESYNC,0,772309544001
2025-12-15 00:47:07.075,TIMESYNC,0,TIMESYNC,0,782312033001
2025-12-15 00:47:17.083,TIMESYNC,0,TIMESYNC,0,792315114001
2025-12-15 00:47:27.085,TIMESYNC,0,TIMESYNC,0,802317615001
2025-12-15 00:47:37.087,TIMESYNC,0,TIMESYNC,0,812320142001
2025-12-15 00:47:47.087,TIMESYNC,0,TIMESYNC,0,822322106001
2025-12-15 00:47:57.089,TIMESYNC,0,TIMESYNC,0,832324619001
2025-12-15 00:48:07.092,TIMESYNC,0,TIMESYNC,0,842327418001
2025-12-15 00:48:17.095,TIMESYNC,0,TIMESYNC,0,852329775001
2025-12-15 00:48:27.098,TIMESYNC,0,TIMESYNC,0,862332225001
2025-12-15 00:48:37.100,TIMESYNC,0,TIMESYNC,0,872334605001
2025-12-15 00:48:47.103,TIMESYNC,0,TIMESYNC,0,882337104001
2025-12-15 00:48:57.107,TIMESYNC,0,TIMESYNC,0,892339801001
2025-12-15 00:49:07.109,TIMESYNC,0,TIMESYNC,0,902342287001
2025-12-15 00:49:17.111,TIMESYNC,0,TIMESYNC,0,912344746001
2025-12-15 00:49:27.115,TIMESYNC,0,TIMESYNC,0,922347076001
2025-12-15 00:49:37.117,TIMESYNC,0,TIMESYNC,0,932349557001
2025-12-15 00:49:47.120,TIMESYNC,0,TIMESYNC,0,942352262001
2025-12-15 00:49:57.123,TIMESYNC,0,TIMESYNC,0,952354757001
2025-12-15 00:50:07.126,TIMESYNC,0,TIMESYNC,0,962357228001
2025-12-15 00:50:17.128,TIMESYNC,0,TIMESYNC,0,972359489001
2025-12-15 00:50:27.132,TIMESYNC,0,TIMESYNC,0,982361992001
2025-12-15 00:50:37.131,TIMESYNC,0,TIMESYNC,0,992362090001
2025-12-15 00:50:47.134,TIMESYNC,0,TIMESYNC,0,1002364811001
2025-12-15 00:50:57.138,TIMESYNC,0,TIMESYNC,0,1012367301001
