SystemTime_ISO,MsgType,FC_Time_us,I2Cerr,Vcc,mavpackettype
2025-12-15 00:39:17.269,HWSTATUS,0,0,5263,HWSTATUS
2025-12-15 00:39:17.365,HWSTATUS,0,0,5256,HWSTATUS
2025-12-15 00:39:17.463,HWSTATUS,0,0,5261,HWSTATUS
2025-12-15 00:39:17.562,HWSTATUS,0,0,5255,HWSTATUS
2025-12-15 00:39:17.663,HWSTATUS,0,0,5260,HWSTATUS
2025-12-15 00:39:17.762,HWSTATUS,0,0,5257,HWSTATUS
2025-12-15 00:39:17.863,HWSTATUS,0,0,5252,HWSTATUS
2025-12-15 00:39:17.963,HWSTATUS,0,0,5257,HWSTATUS
2025-12-15 00:39:18.062,HWSTATUS,0,0,5255,HWSTATUS
2025-12-15 00:39:18.163,HWSTATUS,0,0,5259,HWSTATUS
2025-12-15 00:39:18.263,HWSTATUS,0,0,5253,HWSTATUS
2025-12-15 00:39:18.365,HWSTATUS,0,0,5248,HWSTATUS
2025-12-15 00:39:18.463,HWSTATUS,0,0,5256,HWSTATUS
2025-12-15 00:39:18.564,HWSTATUS,0,0,5263,HWSTATUS
2025-12-15 00:39:18.663,HWSTATUS,0,0,5259,HWSTATUS
2025-12-15 00:39:18.763,HWSTATUS,0,0,5255,HWSTATUS
2025-12-15 00:39:18.862,HWSTATUS,0,0,5259,HWSTATUS
2025-12-15 00:39:18.962,HWSTATUS,0,0,5254,HWSTATUS
2025-12-15 00:39:19.065,HWSTATUS,0,0,5261,HWSTATUS
2025-12-15 00:39:19.162,HWSTATUS,0,0,5259,HWSTATUS
2025-12-15 00:39:19.263,HWSTATUS,0,0,5256,HWSTATUS
2025-12-15 00:39:19.362,HWSTATUS,0,0,5256,HWSTATUS
2025-12-15 00:39:19.462,HWSTATUS,0,0,5252,HWSTATUS
2025-12-15 00:39:19.562,HWSTATUS,0,0,5257,HWSTATUS
2025-12-15 00:39:19.663,HWSTATUS,0,0,5258,HWSTATUS
2025-12-15 00:39:19.762,HWSTATUS,0,0,5258,HWSTATUS
2025-12-15 00:39:19.863,HWSTATUS,0,0,5255,HWSTATUS
2025-12-15 00:39:19.963,HWSTATUS,0,0,5258,HWSTATUS
2025-12-15 00:39:20.062,HWSTATUS,0,0,5254,HWSTATUS
2025-12-15 00:39:20.163,HWSTATUS,0,0,5262,HWSTATUS
2025-12-15 00:39:20.262,HWSTATUS,0,0,5252,HWSTATUS
2025-12-15 00:39:20.363,HWSTATUS,0,0,5255,HWSTATUS
2025-12-15 00:39:20.463,HWSTATUS,0,0,5258,HWSTATUS
2025-12-15 00:39:20.563,HWSTATUS,0,0,5256,HWSTATUS
2025-12-15 00:39:20.664,HWSTATUS,0,0,5258,HWSTATUS
2025-12-15 00:39:20.763,HWSTATUS,0,0,5247,HWSTATUS
2025-12-15 00:39:20.862,HWSTATUS,0,0,5255,HWSTATUS
2025-12-15 00:39:20.963,HWSTATUS,0,0,5262,HWSTATUS
2025-12-15 00:39:21.063,HWSTATUS,0,0,5255,HWSTATUS
2025-12-15 00:39:21.163,HWSTATUS,0,0,5262,HWSTATUS
