SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,time_unix_usec
2025-12-15 00:39:17.268,SYSTEM_TIME,312512,SYSTEM_TIME,0
2025-12-15 00:39:17.362,SYSTEM_TIME,312612,SYSTEM_TIME,0
2025-12-15 00:39:17.462,SYSTEM_TIME,312712,SYSTEM_TIME,0
2025-12-15 00:39:17.562,SYSTEM_TIME,312812,SYSTEM_TIME,0
2025-12-15 00:39:17.662,SYSTEM_TIME,312912,SYSTEM_TIME,0
2025-12-15 00:39:17.762,SYSTEM_TIME,313012,SYSTEM_TIME,0
2025-12-15 00:39:17.862,SYSTEM_TIME,313112,SYSTEM_TIME,0
2025-12-15 00:39:17.962,SYSTEM_TIME,313212,SYSTEM_TIME,0
2025-12-15 00:39:18.062,SYSTEM_TIME,313312,SYSTEM_TIME,0
2025-12-15 00:39:18.162,SYSTEM_TIME,313412,SYSTEM_TIME,0
2025-12-15 00:39:18.263,SYSTEM_TIME,313512,SYSTEM_TIME,0
2025-12-15 00:39:18.363,SYSTEM_TIME,313612,SYSTEM_TIME,0
2025-12-15 00:39:18.463,SYSTEM_TIME,313712,SYSTEM_TIME,0
2025-12-15 00:39:18.563,SYSTEM_TIME,313812,SYSTEM_TIME,0
2025-12-15 00:39:18.663,SYSTEM_TIME,313912,SYSTEM_TIME,0
2025-12-15 00:39:18.763,SYSTEM_TIME,314012,SYSTEM_TIME,0
2025-12-15 00:39:18.862,SYSTEM_TIME,314112,SYSTEM_TIME,0
2025-12-15 00:39:18.962,SYSTEM_TIME,314212,SYSTEM_TIME,0
2025-12-15 00:39:19.062,SYSTEM_TIME,314312,SYSTEM_TIME,0
2025-12-15 00:39:19.162,SYSTEM_TIME,314412,SYSTEM_TIME,0
2025-12-15 00:39:19.262,SYSTEM_TIME,314512,SYSTEM_TIME,0
2025-12-15 00:39:19.362,SYSTEM_TIME,314612,SYSTEM_TIME,0
2025-12-15 00:39:19.462,SYSTEM_TIME,314712,SYSTEM_TIME,0
2025-12-15 00:39:19.562,SYSTEM_TIME,314812,SYSTEM_TIME,0
2025-12-15 00:39:19.662,SYSTEM_TIME,314912,SYSTEM_TIME,0
2025-12-15 00:39:19.762,SYSTEM_TIME,315012,SYSTEM_TIME,0
2025-12-15 00:39:19.862,SYSTEM_TIME,315112,SYSTEM_TIME,0
2025-12-15 00:39:19.962,SYSTEM_TIME,315212,SYSTEM_TIME,0
2025-12-15 00:39:20.062,SYSTEM_TIME,315312,SYSTEM_TIME,0
2025-12-15 00:39:20.163,SYSTEM_TIME,315412,SYSTEM_TIME,0
2025-12-15 00:39:20.262,SYSTEM_TIME,315512,SYSTEM_TIME,0
2025-12-15 00:39:20.362,SYSTEM_TIME,315612,SYSTEM_TIME,0
2025-12-15 00:39:20.462,SYSTEM_TIME,315712,SYSTEM_TIME,0
2025-12-15 00:39:20.562,SYSTEM_TIME,315812,SYSTEM_TIME,0
2025-12-15 00:39:20.662,SYSTEM_TIME,315912,SYSTEM_TIME,0
2025-12-15 00:39:20.762,SYSTEM_TIME,316012,SYSTEM_TIME,0
2025-12-15 00:39:20.862,SYSTEM_TIME,316112,SYSTEM_TIME,0
2025-12-15 00:39:20.962,SYSTEM_TIME,316212,SYSTEM_TIME,0
2025-12-15 00:39:21.062,SYSTEM_TIME,316312,SYSTEM_TIME,0
2025-12-15 00:39:21.162,SYSTEM_TIME,316412,SYSTEM_TIME,0
2025-12-15 00:39:21.266,SYSTEM_TIME,316512,SYSTEM_TIME,0
2025-12-15 00:39:21.367,SYSTEM_TIME,316612,SYSTEM_TIME,0
2025-12-15 00:39:21.466,SYSTEM_TIME,316712,SYSTEM_TIME,0
2025-12-15 00:39:21.566,SYSTEM_TIME,316812,SYSTEM_TIME,0
2025-12-15 00:39:21.667,SYSTEM_TIME,316912,SYSTEM_TIME,0
2025-12-15 00:39:21.766,SYSTEM_TIME,317012,SYSTEM_TIME,0
2025-12-15 00:39:21.866,SYSTEM_TIME,317112,SYSTEM_TIME,0
2025-12-15 00:39:21.966,SYSTEM_TIME,317212,SYSTEM_TIME,0
2025-12-15 00:39:22.066,SYSTEM_TIME,317312,SYSTEM_TIME,0
2025-12-15 00:39:22.167,SYSTEM_TIME,317412,SYSTEM_TIME,0
2025-12-15 00:39:22.266,SYSTEM_TIME,317512,SYSTEM_TIME,0
2025-12-15 00:39:22.366,SYSTEM_TIME,317612,SYSTEM_TIME,0
2025-12-15 00:39:22.468,SYSTEM_TIME,317712,SYSTEM_TIME,0
2025-12-15 00:39:22.566,SYSTEM_TIME,317812,SYSTEM_TIME,0
2025-12-15 00:39:22.666,SYSTEM_TIME,317912,SYSTEM_TIME,0
2025-12-15 00:39:22.767,SYSTEM_TIME,318012,SYSTEM_TIME,0
2025-12-15 00:39:22.866,SYSTEM_TIME,318112,SYSTEM_TIME,0
2025-12-15 00:39:22.966,SYSTEM_TIME,318212,SYSTEM_TIME,0
2025-12-15 00:39:23.067,SYSTEM_TIME,318312,SYSTEM_TIME,0
