SystemTime_ISO,MsgType,FC_Time_us,chunk_seq,id,mavpackettype,severity,text
2025-12-15 01:40:54.591,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (4)
2025-12-15 01:40:54.591,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (5)
2025-12-15 01:40:54.592,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (6)
2025-12-15 01:40:54.592,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (7)
2025-12-15 01:40:54.592,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11)
2025-12-15 01:40:54.592,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (20)
2025-12-15 01:40:54.592,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (21)
2025-12-15 01:40:54.593,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (23)
2025-12-15 01:40:54.593,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (25)
2025-12-15 01:40:54.594,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (28)
2025-12-15 01:40:54.595,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (37)
2025-12-15 01:40:54.596,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (38)
2025-12-15 01:40:54.596,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (39)
2025-12-15 01:40:54.596,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (40)
2025-12-15 01:40:54.596,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (41)
2025-12-15 01:40:54.597,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (43)
2025-12-15 01:40:54.597,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (44)
2025-12-15 01:40:54.597,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (45)
2025-12-15 01:40:54.598,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (47)
2025-12-15 01:40:54.598,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (48)
2025-12-15 01:40:54.598,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (50)
2025-12-15 01:40:54.598,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (51)
2025-12-15 01:40:54.599,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (54)
2025-12-15 01:40:54.599,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (55)
2025-12-15 01:40:54.599,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (61)
2025-12-15 01:40:54.600,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (63)
2025-12-15 01:40:54.600,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (64)
2025-12-15 01:40:54.601,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (66)
2025-12-15 01:40:54.601,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (67)
2025-12-15 01:40:54.601,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (69)
2025-12-15 01:40:54.601,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (70)
2025-12-15 01:40:54.601,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (73)
2025-12-15 01:40:54.602,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (75)
2025-12-15 01:40:54.603,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (76)
2025-12-15 01:40:54.603,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (77)
2025-12-15 01:40:54.603,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (81)
2025-12-15 01:40:54.604,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (82)
2025-12-15 01:40:54.604,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (84)
2025-12-15 01:40:54.604,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (86)
2025-12-15 01:40:54.605,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (89)
2025-12-15 01:40:54.605,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (90)
2025-12-15 01:40:54.606,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (91)
2025-12-15 01:40:54.606,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (92)
2025-12-15 01:40:54.606,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (93)
2025-12-15 01:40:54.606,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (101)
2025-12-15 01:40:54.607,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (102)
2025-12-15 01:40:54.607,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (103)
2025-12-15 01:40:54.607,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (104)
2025-12-15 01:40:54.607,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (105)
2025-12-15 01:40:54.609,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (106)
2025-12-15 01:40:54.609,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (107)
2025-12-15 01:40:54.609,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (108)
2025-12-15 01:40:54.609,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (109)
2025-12-15 01:40:54.609,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (110)
2025-12-15 01:40:54.609,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (111)
2025-12-15 01:40:54.610,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (112)
2025-12-15 01:40:54.610,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (113)
2025-12-15 01:40:54.610,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (114)
2025-12-15 01:40:54.611,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (115)
2025-12-15 01:40:54.611,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (117)
2025-12-15 01:40:54.612,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (118)
2025-12-15 01:40:54.612,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (119)
2025-12-15 01:40:54.612,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (120)
2025-12-15 01:40:54.612,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (121)
2025-12-15 01:40:54.612,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (122)
2025-12-15 01:40:54.613,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (123)
2025-12-15 01:40:54.613,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (126)
2025-12-15 01:40:54.614,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (130)
2025-12-15 01:40:54.614,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (131)
2025-12-15 01:40:54.615,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (134)
2025-12-15 01:40:54.615,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (135)
2025-12-15 01:40:54.615,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (136)
2025-12-15 01:40:54.616,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (138)
2025-12-15 01:40:54.616,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (139)
2025-12-15 01:40:54.619,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11034)
2025-12-15 01:40:54.619,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11035)
2025-12-15 01:40:54.619,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11036)
2025-12-15 01:40:54.619,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11037)
2025-12-15 01:40:54.619,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11038)
2025-12-15 01:40:54.620,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11039)
2025-12-15 01:40:54.620,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11040)
2025-12-15 01:40:54.620,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11041)
2025-12-15 01:40:54.620,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11042)
2025-12-15 01:40:54.620,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11043)
2025-12-15 01:40:54.620,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11044)
2025-12-15 01:40:54.620,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (12900)
2025-12-15 01:40:54.621,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (12901)
2025-12-15 01:40:54.621,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (12902)
2025-12-15 01:40:54.621,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (12903)
2025-12-15 01:40:54.621,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (12904)
2025-12-15 01:40:54.621,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (12905)
2025-12-15 01:40:54.621,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (12915)
2025-12-15 01:40:54.621,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (12918)
2025-12-15 01:40:54.621,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (12919)
2025-12-15 01:40:54.622,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (12920)
