SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,mission_mode,mission_state,seq,total
2025-12-15 01:40:54.556,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:54.570,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:54.578,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:54.584,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:54.618,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:54.644,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:54.744,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:54.843,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:54.943,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:55.043,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:55.143,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:55.243,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:55.343,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:55.443,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:55.543,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:55.643,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:55.743,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:55.843,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:55.943,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:56.044,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:56.143,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:56.243,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:56.344,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:56.443,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:56.543,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:56.643,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:56.743,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:56.844,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:56.943,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:57.043,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:57.143,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:57.243,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:57.343,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:57.443,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:57.543,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:57.643,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:57.743,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:57.843,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:57.943,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:58.044,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:58.143,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
2025-12-15 01:40:58.243,MISSION_CURRENT,0,MISSION_CURRENT,0,0,0,0
