SystemTime_ISO,MsgType,FC_Time_us,Vcc,Vservo,flags,mavpackettype
2025-12-15 01:40:54.554,POWER_STATUS,0,5261,2,1,POWER_STATUS
2025-12-15 01:40:54.570,POWER_STATUS,0,5265,0,1,POWER_STATUS
2025-12-15 01:40:54.578,POWER_STATUS,0,5268,0,1,POWER_STATUS
2025-12-15 01:40:54.584,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:40:54.618,POWER_STATUS,0,5257,0,1,POWER_STATUS
2025-12-15 01:40:54.644,POWER_STATUS,0,5264,0,1,POWER_STATUS
2025-12-15 01:40:54.743,POWER_STATUS,0,5264,0,1,POWER_STATUS
2025-12-15 01:40:54.843,POWER_STATUS,0,5265,0,1,POWER_STATUS
2025-12-15 01:40:54.942,POWER_STATUS,0,5258,0,1,POWER_STATUS
2025-12-15 01:40:55.043,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:40:55.143,POWER_STATUS,0,5259,0,1,POWER_STATUS
2025-12-15 01:40:55.243,POWER_STATUS,0,5265,0,1,POWER_STATUS
2025-12-15 01:40:55.343,POWER_STATUS,0,5261,0,1,POWER_STATUS
2025-12-15 01:40:55.443,POWER_STATUS,0,5261,0,1,POWER_STATUS
2025-12-15 01:40:55.543,POWER_STATUS,0,5264,0,1,POWER_STATUS
2025-12-15 01:40:55.643,POWER_STATUS,0,5265,0,1,POWER_STATUS
2025-12-15 01:40:55.743,POWER_STATUS,0,5256,0,1,POWER_STATUS
2025-12-15 01:40:55.843,POWER_STATUS,0,5259,0,1,POWER_STATUS
2025-12-15 01:40:55.943,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:40:56.044,POWER_STATUS,0,5262,0,1,POWER_STATUS
2025-12-15 01:40:56.143,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:40:56.243,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:40:56.344,POWER_STATUS,0,5272,0,1,POWER_STATUS
2025-12-15 01:40:56.443,POWER_STATUS,0,5266,0,1,POWER_STATUS
2025-12-15 01:40:56.543,POWER_STATUS,0,5257,0,1,POWER_STATUS
2025-12-15 01:40:56.643,POWER_STATUS,0,5254,0,1,POWER_STATUS
2025-12-15 01:40:56.743,POWER_STATUS,0,5266,0,1,POWER_STATUS
2025-12-15 01:40:56.843,POWER_STATUS,0,5261,0,1,POWER_STATUS
2025-12-15 01:40:56.943,POWER_STATUS,0,5266,0,1,POWER_STATUS
2025-12-15 01:40:57.043,POWER_STATUS,0,5258,0,1,POWER_STATUS
2025-12-15 01:40:57.143,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:40:57.243,POWER_STATUS,0,5258,0,1,POWER_STATUS
2025-12-15 01:40:57.343,POWER_STATUS,0,5270,0,1,POWER_STATUS
2025-12-15 01:40:57.443,POWER_STATUS,0,5260,0,1,POWER_STATUS
2025-12-15 01:40:57.543,POWER_STATUS,0,5267,12,1,POWER_STATUS
2025-12-15 01:40:57.643,POWER_STATUS,0,5267,0,1,POWER_STATUS
2025-12-15 01:40:57.743,POWER_STATUS,0,5261,2,1,POWER_STATUS
2025-12-15 01:40:57.843,POWER_STATUS,0,5259,0,1,POWER_STATUS
2025-12-15 01:40:57.943,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:40:58.043,POWER_STATUS,0,5269,0,1,POWER_STATUS
2025-12-15 01:40:58.143,POWER_STATUS,0,5258,0,1,POWER_STATUS
2025-12-15 01:40:58.243,POWER_STATUS,0,5267,0,1,POWER_STATUS
2025-12-15 01:40:58.343,POWER_STATUS,0,5268,0,1,POWER_STATUS
2025-12-15 01:40:58.443,POWER_STATUS,0,5265,0,1,POWER_STATUS
2025-12-15 01:40:58.543,POWER_STATUS,0,5258,2,1,POWER_STATUS
2025-12-15 01:40:58.644,POWER_STATUS,0,5264,0,1,POWER_STATUS
2025-12-15 01:40:58.744,POWER_STATUS,0,5265,2,1,POWER_STATUS
2025-12-15 01:40:58.844,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:40:58.944,POWER_STATUS,0,5262,0,1,POWER_STATUS
2025-12-15 01:40:59.044,POWER_STATUS,0,5261,0,1,POWER_STATUS
2025-12-15 01:40:59.144,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:40:59.244,POWER_STATUS,0,5262,0,1,POWER_STATUS
2025-12-15 01:40:59.344,POWER_STATUS,0,5264,0,1,POWER_STATUS
2025-12-15 01:40:59.444,POWER_STATUS,0,5268,0,1,POWER_STATUS
2025-12-15 01:40:59.544,POWER_STATUS,0,5261,0,1,POWER_STATUS
2025-12-15 01:40:59.644,POWER_STATUS,0,5268,0,1,POWER_STATUS
2025-12-15 01:40:59.744,POWER_STATUS,0,5266,0,1,POWER_STATUS
2025-12-15 01:40:59.844,POWER_STATUS,0,5269,4,1,POWER_STATUS
2025-12-15 01:40:59.944,POWER_STATUS,0,5268,0,1,POWER_STATUS
2025-12-15 01:41:00.044,POWER_STATUS,0,5266,0,1,POWER_STATUS
2025-12-15 01:41:00.144,POWER_STATUS,0,5261,0,1,POWER_STATUS
2025-12-15 01:41:00.244,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:41:00.344,POWER_STATUS,0,5257,0,1,POWER_STATUS
2025-12-15 01:41:00.444,POWER_STATUS,0,5265,0,1,POWER_STATUS
2025-12-15 01:41:00.544,POWER_STATUS,0,5265,0,1,POWER_STATUS
2025-12-15 01:41:00.645,POWER_STATUS,0,5266,0,1,POWER_STATUS
2025-12-15 01:41:00.744,POWER_STATUS,0,5254,0,1,POWER_STATUS
2025-12-15 01:41:00.844,POWER_STATUS,0,5260,0,1,POWER_STATUS
2025-12-15 01:41:00.944,POWER_STATUS,0,5266,0,1,POWER_STATUS
2025-12-15 01:41:01.045,POWER_STATUS,0,5264,0,1,POWER_STATUS
2025-12-15 01:41:01.144,POWER_STATUS,0,5269,0,1,POWER_STATUS
2025-12-15 01:41:01.245,POWER_STATUS,0,5259,0,1,POWER_STATUS
2025-12-15 01:41:01.345,POWER_STATUS,0,5265,0,1,POWER_STATUS
2025-12-15 01:41:01.444,POWER_STATUS,0,5259,0,1,POWER_STATUS
2025-12-15 01:41:01.544,POWER_STATUS,0,5262,0,1,POWER_STATUS
2025-12-15 01:41:01.644,POWER_STATUS,0,5260,0,1,POWER_STATUS
2025-12-15 01:41:01.744,POWER_STATUS,0,5266,0,1,POWER_STATUS
2025-12-15 01:41:01.844,POWER_STATUS,0,5265,0,1,POWER_STATUS
2025-12-15 01:41:01.944,POWER_STATUS,0,5262,0,1,POWER_STATUS
2025-12-15 01:41:02.044,POWER_STATUS,0,5262,0,1,POWER_STATUS
2025-12-15 01:41:02.144,POWER_STATUS,0,5260,0,1,POWER_STATUS
2025-12-15 01:41:02.244,POWER_STATUS,0,5260,0,1,POWER_STATUS
2025-12-15 01:41:02.344,POWER_STATUS,0,5264,0,1,POWER_STATUS
2025-12-15 01:41:02.444,POWER_STATUS,0,5263,0,1,POWER_STATUS
2025-12-15 01:41:02.544,POWER_STATUS,0,5259,0,1,POWER_STATUS
2025-12-15 01:41:02.645,POWER_STATUS,0,5256,0,1,POWER_STATUS
2025-12-15 01:41:02.744,POWER_STATUS,0,5261,0,1,POWER_STATUS
2025-12-15 01:41:02.844,POWER_STATUS,0,5254,0,1,POWER_STATUS
2025-12-15 01:41:02.944,POWER_STATUS,0,5253,0,1,POWER_STATUS
2025-12-15 01:41:03.044,POWER_STATUS,0,5256,2,1,POWER_STATUS
2025-12-15 01:41:03.144,POWER_STATUS,0,5257,0,1,POWER_STATUS
2025-12-15 01:41:03.244,POWER_STATUS,0,5252,0,1,POWER_STATUS
2025-12-15 01:41:03.344,POWER_STATUS,0,5261,0,1,POWER_STATUS
2025-12-15 01:41:03.444,POWER_STATUS,0,5262,0,1,POWER_STATUS
2025-12-15 01:41:03.544,POWER_STATUS,0,5255,0,1,POWER_STATUS
