SystemTime_ISO,MsgType,FC_Time_us,clipping_0,clipping_1,clipping_2,mavpackettype,vibration_x,vibration_y,vibration_z
2025-12-15 01:40:54.565,VIBRATION,3498039935,0,0,0,VIBRATION,0.0964532420039177,0.05829250440001488,0.10261274874210358
2025-12-15 01:40:54.574,VIBRATION,3498139939,0,0,0,VIBRATION,0.09406589716672897,0.05855131521821022,0.10287776589393616
2025-12-15 01:40:54.581,VIBRATION,4020337183,0,0,0,VIBRATION,0.09424588084220886,0.059475578367710114,0.1013287752866745
2025-12-15 01:40:54.587,VIBRATION,4020440087,0,0,0,VIBRATION,0.09599096328020096,0.059450212866067886,0.10322704911231995
2025-12-15 01:40:54.625,VIBRATION,4020599683,0,0,0,VIBRATION,0.09525330364704132,0.06003189831972122,0.10469892621040344
2025-12-15 01:40:54.647,VIBRATION,4020640049,0,0,0,VIBRATION,0.0947473868727684,0.05862247198820114,0.10280243307352066
2025-12-15 01:40:54.748,VIBRATION,4020742299,0,0,0,VIBRATION,0.09372618794441223,0.05901174619793892,0.1069687083363533
2025-12-15 01:40:54.848,VIBRATION,4020842306,0,0,0,VIBRATION,0.0976552665233612,0.060479845851659775,0.10306116193532944
2025-12-15 01:40:54.948,VIBRATION,4020942398,0,0,0,VIBRATION,0.09570778906345367,0.05992888659238815,0.10473987460136414
2025-12-15 01:40:55.048,VIBRATION,4021042432,0,0,0,VIBRATION,0.09875454008579254,0.06266602128744125,0.10544436424970627
2025-12-15 01:40:55.149,VIBRATION,4021142483,0,0,0,VIBRATION,0.09636431932449341,0.05998137965798378,0.10513696819543839
2025-12-15 01:40:55.248,VIBRATION,4021242440,0,0,0,VIBRATION,0.09647983312606812,0.059814028441905975,0.10421930998563766
2025-12-15 01:40:55.348,VIBRATION,4021342491,0,0,0,VIBRATION,0.09517178684473038,0.05914849415421486,0.10418188571929932
2025-12-15 01:40:55.448,VIBRATION,4021442416,0,0,0,VIBRATION,0.09536450356245041,0.06040189042687416,0.10374398529529572
2025-12-15 01:40:55.548,VIBRATION,4021542487,0,0,0,VIBRATION,0.09594056010246277,0.06269698590040207,0.10706067830324173
2025-12-15 01:40:55.648,VIBRATION,4021642370,0,0,0,VIBRATION,0.09465493261814117,0.06054476276040077,0.10667195916175842
2025-12-15 01:40:55.747,VIBRATION,4021740127,0,0,0,VIBRATION,0.09350341558456421,0.05974075198173523,0.10208309441804886
2025-12-15 01:40:55.848,VIBRATION,4021842359,0,0,0,VIBRATION,0.09555994719266891,0.058924395591020584,0.10150110721588135
2025-12-15 01:40:55.947,VIBRATION,4021940092,0,0,0,VIBRATION,0.09329809248447418,0.06002965196967125,0.10303790122270584
2025-12-15 01:40:56.049,VIBRATION,4022042393,0,0,0,VIBRATION,0.09461016952991486,0.05855828896164894,0.10275445878505707
2025-12-15 01:40:56.147,VIBRATION,4022140066,0,0,0,VIBRATION,0.09425333887338638,0.05890786275267601,0.09870877861976624
2025-12-15 01:40:56.247,VIBRATION,4022240068,0,0,0,VIBRATION,0.09301671385765076,0.05814601853489876,0.1008419319987297
2025-12-15 01:40:56.348,VIBRATION,4022342316,0,0,0,VIBRATION,0.09558150172233582,0.05928033962845802,0.1017393246293068
2025-12-15 01:40:56.447,VIBRATION,4022442345,0,0,0,VIBRATION,0.09428571164608002,0.05894482135772705,0.10194733738899231
2025-12-15 01:40:56.547,VIBRATION,4022542373,0,0,0,VIBRATION,0.09522877633571625,0.05832034721970558,0.10014306753873825
2025-12-15 01:40:56.647,VIBRATION,4022642366,0,0,0,VIBRATION,0.0942784771323204,0.05743154510855675,0.10119497030973434
2025-12-15 01:40:56.748,VIBRATION,4022742404,0,0,0,VIBRATION,0.09653307497501373,0.05845767259597778,0.102003313601017
2025-12-15 01:40:56.848,VIBRATION,4022842441,0,0,0,VIBRATION,0.09559309482574463,0.05809894949197769,0.10240131616592407
2025-12-15 01:40:56.948,VIBRATION,4022942449,0,0,0,VIBRATION,0.09318458288908005,0.058051686733961105,0.10168790817260742
2025-12-15 01:40:57.048,VIBRATION,4023042483,0,0,0,VIBRATION,0.09475135803222656,0.06100330501794815,0.0999578908085823
2025-12-15 01:40:57.149,VIBRATION,4023142534,0,0,0,VIBRATION,0.09302343428134918,0.059048328548669815,0.10511621087789536
2025-12-15 01:40:57.247,VIBRATION,4023242379,0,0,0,VIBRATION,0.0940873771905899,0.05913006141781807,0.10295868664979935
2025-12-15 01:40:57.347,VIBRATION,4023340047,0,0,0,VIBRATION,0.09403950721025467,0.05884012579917908,0.10298727452754974
2025-12-15 01:40:57.447,VIBRATION,4023442337,0,0,0,VIBRATION,0.09482147544622421,0.05892796441912651,0.10651402175426483
2025-12-15 01:40:57.547,VIBRATION,4023540084,0,0,0,VIBRATION,0.09581216424703598,0.05910993367433548,0.10481732338666916
2025-12-15 01:40:57.648,VIBRATION,4023642291,0,0,0,VIBRATION,0.09451131522655487,0.05913592875003815,0.10576876252889633
2025-12-15 01:40:57.747,VIBRATION,4023740054,0,0,0,VIBRATION,0.09409255534410477,0.059812743216753006,0.104008249938488
2025-12-15 01:40:57.847,VIBRATION,4023842330,0,0,0,VIBRATION,0.093276247382164,0.06005953997373581,0.10106031596660614
2025-12-15 01:40:57.947,VIBRATION,4023942304,0,0,0,VIBRATION,0.09449520707130432,0.05888413265347481,0.10405544191598892
2025-12-15 01:40:58.049,VIBRATION,4024042404,0,0,0,VIBRATION,0.09622494876384735,0.05966624245047569,0.10269755125045776
2025-12-15 01:40:58.148,VIBRATION,4024142408,0,0,0,VIBRATION,0.0968685895204544,0.05945251137018204,0.102749302983284
2025-12-15 01:40:58.248,VIBRATION,4024242429,0,0,0,VIBRATION,0.09503337740898132,0.05938276648521423,0.10145923495292664
2025-12-15 01:40:58.348,VIBRATION,4024342467,0,0,0,VIBRATION,0.09503818303346634,0.05857831984758377,0.10260171443223953
2025-12-15 01:40:58.448,VIBRATION,4024442452,0,0,0,VIBRATION,0.09767083823680878,0.060008224099874496,0.10424833744764328
2025-12-15 01:40:58.548,VIBRATION,4024542480,0,0,0,VIBRATION,0.09810932725667953,0.061652772128582,0.10623852163553238
2025-12-15 01:40:58.652,VIBRATION,4024642475,0,0,0,VIBRATION,0.09582626074552536,0.059583283960819244,0.10380258411169052
2025-12-15 01:40:58.754,VIBRATION,4024742477,0,0,0,VIBRATION,0.09551374614238739,0.06129665672779083,0.10436663776636124
2025-12-15 01:40:58.853,VIBRATION,4024840077,0,0,0,VIBRATION,0.0959344208240509,0.060050830245018005,0.10289925336837769
2025-12-15 01:40:58.952,VIBRATION,4024940052,0,0,0,VIBRATION,0.09531664848327637,0.057852983474731445,0.1041693389415741
2025-12-15 01:40:59.052,VIBRATION,4025040086,0,0,0,VIBRATION,0.09627368301153183,0.05974965542554855,0.10708442330360413
2025-12-15 01:40:59.154,VIBRATION,4025142398,0,0,0,VIBRATION,0.09751014411449432,0.06056579574942589,0.1064675897359848
2025-12-15 01:40:59.252,VIBRATION,4025242376,0,0,0,VIBRATION,0.09595086425542831,0.05912713333964348,0.10508500784635544
2025-12-15 01:40:59.352,VIBRATION,4025340046,0,0,0,VIBRATION,0.09477223455905914,0.059505265206098557,0.10312721133232117
2025-12-15 01:40:59.453,VIBRATION,4025442343,0,0,0,VIBRATION,0.09529127180576324,0.059403859078884125,0.10384944826364517
2025-12-15 01:40:59.552,VIBRATION,4025540131,0,0,0,VIBRATION,0.09355189651250839,0.05813730135560036,0.10227170586585999
2025-12-15 01:40:59.652,VIBRATION,4025642297,0,0,0,VIBRATION,0.0968417376279831,0.06037821248173714,0.10427079349756241
2025-12-15 01:40:59.752,VIBRATION,4025742372,0,0,0,VIBRATION,0.09355343878269196,0.06014657020568848,0.10211661458015442
2025-12-15 01:40:59.852,VIBRATION,4025842493,0,0,0,VIBRATION,0.09500452131032944,0.05948212742805481,0.10317676514387131
2025-12-15 01:40:59.952,VIBRATION,4025942468,0,0,0,VIBRATION,0.09447406977415085,0.06008593365550041,0.10050693899393082
2025-12-15 01:41:00.052,VIBRATION,4026042422,0,0,0,VIBRATION,0.09502660483121872,0.05985250696539879,0.1019277572631836
2025-12-15 01:41:00.154,VIBRATION,4026142439,0,0,0,VIBRATION,0.09556885808706284,0.05934206768870354,0.10020054131746292
2025-12-15 01:41:00.252,VIBRATION,4026242489,0,0,0,VIBRATION,0.09490174800157547,0.0600249320268631,0.10106167942285538
2025-12-15 01:41:00.354,VIBRATION,4026342425,0,0,0,VIBRATION,0.09747415035963058,0.06029457971453667,0.10161938518285751
2025-12-15 01:41:00.452,VIBRATION,4026442301,0,0,0,VIBRATION,0.09484734386205673,0.05671575292944908,0.10094423592090607
2025-12-15 01:41:00.552,VIBRATION,4026542338,0,0,0,VIBRATION,0.09384922683238983,0.055946704000234604,0.0989825576543808
2025-12-15 01:41:00.654,VIBRATION,4026640098,0,0,0,VIBRATION,0.0921289324760437,0.057359833270311356,0.10086538642644882
2025-12-15 01:41:00.753,VIBRATION,4026742406,0,0,0,VIBRATION,0.09378613531589508,0.057871297001838684,0.10033320635557175
2025-12-15 01:41:00.852,VIBRATION,4026840043,0,0,0,VIBRATION,0.09305284172296524,0.0590054951608181,0.10144329816102982
2025-12-15 01:41:00.952,VIBRATION,4026942305,0,0,0,VIBRATION,0.09406397491693497,0.060651447623968124,0.09976721554994583
2025-12-15 01:41:01.054,VIBRATION,4027042308,0,0,0,VIBRATION,0.09294357895851135,0.05805209279060364,0.10082651674747467
2025-12-15 01:41:01.153,VIBRATION,4027142294,0,0,0,VIBRATION,0.09427770227193832,0.059964075684547424,0.10025355219841003
2025-12-15 01:41:01.254,VIBRATION,4027242412,0,0,0,VIBRATION,0.09343750029802322,0.059450022876262665,0.1016683578491211
2025-12-15 01:41:01.353,VIBRATION,4027342454,0,0,0,VIBRATION,0.0929504781961441,0.058093827217817307,0.10020183026790619
2025-12-15 01:41:01.452,VIBRATION,4027442489,0,0,0,VIBRATION,0.09385208040475845,0.05945457145571709,0.09889759868383408
2025-12-15 01:41:01.553,VIBRATION,4027542456,0,0,0,VIBRATION,0.09441190212965012,0.05838771164417267,0.09949999302625656
2025-12-15 01:41:01.652,VIBRATION,4027642499,0,0,0,VIBRATION,0.09391070902347565,0.0588667057454586,0.1012396514415741
2025-12-15 01:41:01.752,VIBRATION,4027742476,0,0,0,VIBRATION,0.09408032894134521,0.05960285663604736,0.0999891385436058
2025-12-15 01:41:01.853,VIBRATION,4027842462,0,0,0,VIBRATION,0.09260150790214539,0.058483485132455826,0.09904276579618454
2025-12-15 01:41:01.953,VIBRATION,4027942288,0,0,0,VIBRATION,0.09342379868030548,0.058461714535951614,0.09844373911619186
2025-12-15 01:41:02.052,VIBRATION,4028040047,0,0,0,VIBRATION,0.09425589442253113,0.05835488811135292,0.09842808544635773
2025-12-15 01:41:02.153,VIBRATION,4028142435,0,0,0,VIBRATION,0.09412621706724167,0.05901101604104042,0.10032108426094055
2025-12-15 01:41:02.252,VIBRATION,4028240084,0,0,0,VIBRATION,0.09451372176408768,0.059349749237298965,0.10081744194030762
2025-12-15 01:41:02.353,VIBRATION,4028342377,0,0,0,VIBRATION,0.09510191529989243,0.05717761069536209,0.09787817299365997
2025-12-15 01:41:02.452,VIBRATION,4028440027,0,0,0,VIBRATION,0.09406459331512451,0.05727769434452057,0.10190393030643463
2025-12-15 01:41:02.553,VIBRATION,4028542303,0,0,0,VIBRATION,0.09325205534696579,0.05832456424832344,0.10090184956789017
2025-12-15 01:41:02.652,VIBRATION,4028642302,0,0,0,VIBRATION,0.09455765038728714,0.06056447699666023,0.09968366473913193
2025-12-15 01:41:02.749,VIBRATION,4028742334,0,0,0,VIBRATION,0.09382837265729904,0.05926673859357834,0.09879918396472931
2025-12-15 01:41:02.848,VIBRATION,4028842383,0,0,0,VIBRATION,0.0944894328713417,0.060217566788196564,0.10246041417121887
2025-12-15 01:41:02.949,VIBRATION,4028942420,0,0,0,VIBRATION,0.0962168350815773,0.06058907136321068,0.10219861567020416
2025-12-15 01:41:03.049,VIBRATION,4029042431,0,0,0,VIBRATION,0.09428082406520844,0.05806867405772209,0.09846245497465134
2025-12-15 01:41:03.149,VIBRATION,4029142424,0,0,0,VIBRATION,0.09460287541151047,0.058805812150239944,0.10168448090553284
2025-12-15 01:41:03.249,VIBRATION,4029242489,0,0,0,VIBRATION,0.09377235174179077,0.058459799736738205,0.10198742896318436
2025-12-15 01:41:03.350,VIBRATION,4029342531,0,0,0,VIBRATION,0.09239918738603592,0.05663979426026344,0.09804168343544006
2025-12-15 01:41:03.448,VIBRATION,4029442507,0,0,0,VIBRATION,0.09495741873979568,0.058486294001340866,0.09833797812461853
2025-12-15 01:41:03.548,VIBRATION,4029542303,0,0,0,VIBRATION,0.09281575679779053,0.06018482893705368,0.09766482561826706
2025-12-15 01:41:03.647,VIBRATION,4029640075,0,0,0,VIBRATION,0.09320683032274246,0.059833742678165436,0.09853420406579971
2025-12-15 01:41:03.747,VIBRATION,4029740090,0,0,0,VIBRATION,0.09198128432035446,0.05879668518900871,0.09970296174287796
2025-12-15 01:41:03.848,VIBRATION,4029842363,0,0,0,VIBRATION,0.09253615885972977,0.05665607750415802,0.09892083704471588
2025-12-15 01:41:03.948,VIBRATION,4029942365,0,0,0,VIBRATION,0.09377400577068329,0.0573299340903759,0.09917397797107697
2025-12-15 01:41:04.047,VIBRATION,4030040066,0,0,0,VIBRATION,0.09381283074617386,0.05787952244281769,0.0974503681063652
2025-12-15 01:41:04.149,VIBRATION,4030142343,0,0,0,VIBRATION,0.09396369010210037,0.05832909047603607,0.09828155487775803
2025-12-15 01:41:04.248,VIBRATION,4030240112,0,0,0,VIBRATION,0.09273122251033783,0.05766467750072479,0.09721358865499496
2025-12-15 01:41:04.349,VIBRATION,4030342410,0,0,0,VIBRATION,0.09354736655950546,0.05821147561073303,0.09789589792490005
2025-12-15 01:41:04.449,VIBRATION,4030442420,0,0,0,VIBRATION,0.09357645362615585,0.05861397087574005,0.097225122153759
2025-12-15 01:41:04.549,VIBRATION,4030542463,0,0,0,VIBRATION,0.09443610906600952,0.05739034712314606,0.09669859707355499
2025-12-15 01:41:04.649,VIBRATION,4030642464,0,0,0,VIBRATION,0.09370359033346176,0.059142131358385086,0.09713418781757355
2025-12-15 01:41:04.749,VIBRATION,4030742456,0,0,0,VIBRATION,0.0914427861571312,0.057024937123060226,0.09814136475324631
2025-12-15 01:41:04.849,VIBRATION,4030842466,0,0,0,VIBRATION,0.0916026160120964,0.05781802907586098,0.09501060098409653
2025-12-15 01:41:04.948,VIBRATION,4030942445,0,0,0,VIBRATION,0.09135136753320694,0.057791344821453094,0.0940471887588501
2025-12-15 01:41:05.049,VIBRATION,4031042448,0,0,0,VIBRATION,0.09052503108978271,0.05973958596587181,0.09602233022451401
2025-12-15 01:41:05.147,VIBRATION,4031140048,0,0,0,VIBRATION,0.09178365021944046,0.05798747017979622,0.09572450816631317
2025-12-15 01:41:05.247,VIBRATION,4031240057,0,0,0,VIBRATION,0.09076756983995438,0.056790098547935486,0.09637157618999481
2025-12-15 01:41:05.348,VIBRATION,4031340084,0,0,0,VIBRATION,0.09057822078466415,0.058738600462675095,0.09362722933292389
2025-12-15 01:41:05.449,VIBRATION,4031442368,0,0,0,VIBRATION,0.0903458446264267,0.05708635598421097,0.09713412076234818
2025-12-15 01:41:05.547,VIBRATION,4031540058,0,0,0,VIBRATION,0.09115133434534073,0.05724283307790756,0.09682763367891312
2025-12-15 01:41:05.647,VIBRATION,4031640087,0,0,0,VIBRATION,0.09058991074562073,0.05764712765812874,0.09722089022397995
2025-12-15 01:41:05.748,VIBRATION,4031742299,0,0,0,VIBRATION,0.09007564187049866,0.057803355157375336,0.09811166673898697
2025-12-15 01:41:05.848,VIBRATION,4031842322,0,0,0,VIBRATION,0.0913914144039154,0.0565604604780674,0.09596297889947891
2025-12-15 01:41:05.949,VIBRATION,4031942376,0,0,0,VIBRATION,0.0919848158955574,0.05646952614188194,0.09740854054689407
2025-12-15 01:41:06.048,VIBRATION,4032042445,0,0,0,VIBRATION,0.09254619479179382,0.058163292706012726,0.10093947499990463
2025-12-15 01:41:06.149,VIBRATION,4032142511,0,0,0,VIBRATION,0.09330575913190842,0.058566126972436905,0.09876010566949844
2025-12-15 01:41:06.249,VIBRATION,4032242451,0,0,0,VIBRATION,0.09265022724866867,0.05760658159852028,0.09979230165481567
2025-12-15 01:41:06.349,VIBRATION,4032342449,0,0,0,VIBRATION,0.09395557641983032,0.05920723080635071,0.09723316878080368
2025-12-15 01:41:06.449,VIBRATION,4032442423,0,0,0,VIBRATION,0.09534960985183716,0.057407040148973465,0.09897830337285995
2025-12-15 01:41:06.549,VIBRATION,4032542518,0,0,0,VIBRATION,0.09357273578643799,0.05960414558649063,0.10227562487125397
2025-12-15 01:41:06.648,VIBRATION,4032642389,0,0,0,VIBRATION,0.09582972526550293,0.05935138463973999,0.10135852545499802
2025-12-15 01:41:06.748,VIBRATION,4032742311,0,0,0,VIBRATION,0.09463918954133987,0.05891851335763931,0.10219555348157883
2025-12-15 01:41:06.848,VIBRATION,4032842334,0,0,0,VIBRATION,0.09410791099071503,0.05917789041996002,0.10028795152902603
2025-12-15 01:41:06.948,VIBRATION,4032942324,0,0,0,VIBRATION,0.09532517194747925,0.0574360191822052,0.09873607009649277
2025-12-15 01:41:07.047,VIBRATION,4033040102,0,0,0,VIBRATION,0.09483962506055832,0.058600980788469315,0.10013695061206818
2025-12-15 01:41:07.147,VIBRATION,4033140043,0,0,0,VIBRATION,0.09402525424957275,0.057652462273836136,0.10019640624523163
2025-12-15 01:41:07.248,VIBRATION,4033242301,0,0,0,VIBRATION,0.0951988473534584,0.05799056589603424,0.10188761353492737
2025-12-15 01:41:07.348,VIBRATION,4033342299,0,0,0,VIBRATION,0.09581200778484344,0.05778437852859497,0.10029081255197525
2025-12-15 01:41:07.448,VIBRATION,4033442354,0,0,0,VIBRATION,0.09423279017210007,0.05882987007498741,0.09923065453767776
2025-12-15 01:41:07.548,VIBRATION,4033542401,0,0,0,VIBRATION,0.09200594574213028,0.059763967990875244,0.10178481042385101
2025-12-15 01:41:07.648,VIBRATION,4033642476,0,0,0,VIBRATION,0.09545408934354782,0.05930442735552788,0.10156656801700592
2025-12-15 01:41:07.751,VIBRATION,4033742489,0,0,0,VIBRATION,0.09379646182060242,0.05908381938934326,0.10224516689777374
2025-12-15 01:41:07.854,VIBRATION,4033842421,0,0,0,VIBRATION,0.09474820643663406,0.06056114286184311,0.10390836745500565
2025-12-15 01:41:07.953,VIBRATION,4033942483,0,0,0,VIBRATION,0.09407904744148254,0.06013926863670349,0.1012224480509758
2025-12-15 01:41:08.052,VIBRATION,4034042467,0,0,0,VIBRATION,0.0938354879617691,0.06040799617767334,0.10316833108663559
2025-12-15 01:41:08.153,VIBRATION,4034142368,0,0,0,VIBRATION,0.09475945681333542,0.06134684756398201,0.10233733803033829
2025-12-15 01:41:08.253,VIBRATION,4034242310,0,0,0,VIBRATION,0.09386710822582245,0.05876922607421875,0.10004740953445435
