SystemTime_ISO,MsgType,FC_Time_us,command,mavpackettype,progress,result,result_param2,target_component,target_system
2025-12-15 01:40:54.588,COMMAND_ACK,0,511,COMMAND_ACK,0,0,0,0,255
2025-12-15 01:40:54.588,COMMAND_ACK,0,511,COMMAND_ACK,0,0,0,0,255
2025-12-15 01:40:54.588,COMMAND_ACK,0,511,COMMAND_ACK,0,0,0,0,255
2025-12-15 01:40:54.588,COMMAND_ACK,0,511,COMMAND_ACK,0,0,0,0,255
2025-12-15 01:40:54.590,COMMAND_ACK,0,511,COMMAND_ACK,0,0,0,0,255
2025-12-15 01:40:54.590,COMMAND_ACK,0,511,COMMAND_ACK,0,4,0,0,255
2025-12-15 01:40:54.590,COMMAND_ACK,0,511,COMMAND_ACK,0,4,0,0,255
2025-12-15 01:40:54.590,COMMAND_ACK,0,511,COMMAND_ACK,0,4,0,0,255
2025-12-15 01:40:54.590,COMMAND_ACK,0,511,COMMAND_ACK,0,4,0,0,255
2025-12-15 01:40:54.590,COMMAND_ACK,0,511,COMMAND_ACK,0,4,0,0,255
2025-12-15 01:40:54.590,COMMAND_ACK,0,511,COMMAND_ACK,0,4,0,0,255
2025-12-15 01:40:54.591,COMMAND_ACK,0,511,COMMAND_ACK,0,4,0,0,255
2025-12-15 01:40:54.592,COMMAND_ACK,0,511,COMMAND_ACK,0,0,0,0,255
2025-12-15 01:40:54.592,COMMAND_ACK,0,511,COMMAND_ACK,0,4,0,0,255
2025-12-15 01:40:54.593,COMMAND_ACK,0,511,COMMAND_ACK,0,0,0,0,255
2025-12-15 01:40:54.593,COMMAND_ACK,0,511,COMMAND_ACK,0,4,0,0,255
2025-12-15 01:40:54.593,COMMAND_ACK,0,511,COMMAND_ACK,0,0,0,0,255
2025-12-15 01:40:54.593,COMMAND_ACK,0,511,COMMAND_ACK,0,0,0,0,255
2025-12-15 01:40:54.593,COMMAND_ACK,0,511,COMMAND_ACK,0,4,0,0,255
