SystemTime_ISO,MsgType,FC_Time_us,alt,hdg,lat,lon,mavpackettype,relative_alt,vx,vy,vz
2025-12-15 01:40:54.553,GLOBAL_POSITION_INT,3498034,0,9689,0,0,GLOBAL_POSITION_INT,-7550,0,0,0
2025-12-15 01:40:54.570,GLOBAL_POSITION_INT,3498134,0,9690,0,0,GLOBAL_POSITION_INT,-7945,0,0,0
2025-12-15 01:40:54.577,GLOBAL_POSITION_INT,4020332,0,9797,0,0,GLOBAL_POSITION_INT,-8375,0,0,0
2025-12-15 01:40:54.583,GLOBAL_POSITION_INT,4020437,0,9798,0,0,GLOBAL_POSITION_INT,-8155,0,0,0
2025-12-15 01:40:54.617,GLOBAL_POSITION_INT,4020594,0,9799,0,0,GLOBAL_POSITION_INT,-7985,0,0,0
2025-12-15 01:40:54.643,GLOBAL_POSITION_INT,4020637,0,9799,0,0,GLOBAL_POSITION_INT,-7985,0,0,0
2025-12-15 01:40:54.743,GLOBAL_POSITION_INT,4020737,0,9800,0,0,GLOBAL_POSITION_INT,-8194,0,0,0
2025-12-15 01:40:54.842,GLOBAL_POSITION_INT,4020837,0,9799,0,0,GLOBAL_POSITION_INT,-8369,0,0,0
2025-12-15 01:40:54.942,GLOBAL_POSITION_INT,4020937,0,9799,0,0,GLOBAL_POSITION_INT,-8285,0,0,0
2025-12-15 01:40:55.042,GLOBAL_POSITION_INT,4021037,0,9798,0,0,GLOBAL_POSITION_INT,-8081,0,0,0
2025-12-15 01:40:55.142,GLOBAL_POSITION_INT,4021137,0,9798,0,0,GLOBAL_POSITION_INT,-8132,0,0,0
2025-12-15 01:40:55.242,GLOBAL_POSITION_INT,4021237,0,9798,0,0,GLOBAL_POSITION_INT,-7917,0,0,0
2025-12-15 01:40:55.342,GLOBAL_POSITION_INT,4021337,0,9799,0,0,GLOBAL_POSITION_INT,-8149,0,0,0
2025-12-15 01:40:55.442,GLOBAL_POSITION_INT,4021437,0,9799,0,0,GLOBAL_POSITION_INT,-8149,0,0,0
2025-12-15 01:40:55.542,GLOBAL_POSITION_INT,4021537,0,9799,0,0,GLOBAL_POSITION_INT,-7974,0,0,-1
2025-12-15 01:40:55.642,GLOBAL_POSITION_INT,4021637,0,9799,0,0,GLOBAL_POSITION_INT,-8188,0,0,-1
2025-12-15 01:40:55.742,GLOBAL_POSITION_INT,4021737,0,9799,0,0,GLOBAL_POSITION_INT,-8104,0,0,-1
2025-12-15 01:40:55.842,GLOBAL_POSITION_INT,4021837,0,9800,0,0,GLOBAL_POSITION_INT,-7996,0,0,-1
2025-12-15 01:40:55.942,GLOBAL_POSITION_INT,4021937,0,9800,0,0,GLOBAL_POSITION_INT,-8364,0,0,-1
2025-12-15 01:40:56.043,GLOBAL_POSITION_INT,4022037,0,9799,0,0,GLOBAL_POSITION_INT,-7928,0,0,-1
2025-12-15 01:40:56.142,GLOBAL_POSITION_INT,4022137,0,9800,0,0,GLOBAL_POSITION_INT,-8431,0,0,-1
2025-12-15 01:40:56.242,GLOBAL_POSITION_INT,4022237,0,9800,0,0,GLOBAL_POSITION_INT,-8121,0,0,-1
2025-12-15 01:40:56.343,GLOBAL_POSITION_INT,4022337,0,9801,0,0,GLOBAL_POSITION_INT,-8205,0,0,-1
2025-12-15 01:40:56.442,GLOBAL_POSITION_INT,4022437,0,9801,0,0,GLOBAL_POSITION_INT,-8126,0,0,-1
2025-12-15 01:40:56.542,GLOBAL_POSITION_INT,4022537,0,9801,0,0,GLOBAL_POSITION_INT,-8273,0,0,-1
2025-12-15 01:40:56.642,GLOBAL_POSITION_INT,4022637,0,9801,0,0,GLOBAL_POSITION_INT,-8375,0,0,-1
2025-12-15 01:40:56.742,GLOBAL_POSITION_INT,4022737,0,9801,0,0,GLOBAL_POSITION_INT,-8285,0,0,-1
2025-12-15 01:40:56.843,GLOBAL_POSITION_INT,4022837,0,9801,0,0,GLOBAL_POSITION_INT,-8414,0,0,-1
2025-12-15 01:40:56.942,GLOBAL_POSITION_INT,4022937,0,9802,0,0,GLOBAL_POSITION_INT,-7957,0,0,0
2025-12-15 01:40:57.042,GLOBAL_POSITION_INT,4023037,0,9802,0,0,GLOBAL_POSITION_INT,-8386,0,0,0
2025-12-15 01:40:57.142,GLOBAL_POSITION_INT,4023137,0,9803,0,0,GLOBAL_POSITION_INT,-8347,0,0,0
2025-12-15 01:40:57.242,GLOBAL_POSITION_INT,4023237,0,9803,0,0,GLOBAL_POSITION_INT,-8188,0,0,0
2025-12-15 01:40:57.343,GLOBAL_POSITION_INT,4023337,0,9804,0,0,GLOBAL_POSITION_INT,-8285,0,0,0
2025-12-15 01:40:57.443,GLOBAL_POSITION_INT,4023437,0,9804,0,0,GLOBAL_POSITION_INT,-8386,0,0,0
2025-12-15 01:40:57.543,GLOBAL_POSITION_INT,4023537,0,9804,0,0,GLOBAL_POSITION_INT,-8188,0,0,0
2025-12-15 01:40:57.643,GLOBAL_POSITION_INT,4023637,0,9805,0,0,GLOBAL_POSITION_INT,-8070,0,0,0
2025-12-15 01:40:57.743,GLOBAL_POSITION_INT,4023737,0,9805,0,0,GLOBAL_POSITION_INT,-8183,0,0,0
2025-12-15 01:40:57.843,GLOBAL_POSITION_INT,4023837,0,9806,0,0,GLOBAL_POSITION_INT,-7991,0,0,0
2025-12-15 01:40:57.943,GLOBAL_POSITION_INT,4023937,0,9806,0,0,GLOBAL_POSITION_INT,-8121,0,0,0
2025-12-15 01:40:58.043,GLOBAL_POSITION_INT,4024037,0,9807,0,0,GLOBAL_POSITION_INT,-8166,0,0,0
2025-12-15 01:40:58.143,GLOBAL_POSITION_INT,4024137,0,9807,0,0,GLOBAL_POSITION_INT,-8109,0,0,0
2025-12-15 01:40:58.243,GLOBAL_POSITION_INT,4024237,0,9807,0,0,GLOBAL_POSITION_INT,-8041,0,0,0
