SystemTime_ISO,MsgType,FC_Time_us,I2Cerr,Vcc,mavpackettype
2025-12-15 01:40:54.564,HWSTATUS,0,0,5261,HWSTATUS
2025-12-15 01:40:54.573,HWSTATUS,0,0,5264,HWSTATUS
2025-12-15 01:40:54.581,HWSTATUS,0,0,5268,HWSTATUS
2025-12-15 01:40:54.587,HWSTATUS,0,0,5263,HWSTATUS
2025-12-15 01:40:54.624,HWSTATUS,0,0,5257,HWSTATUS
2025-12-15 01:40:54.647,HWSTATUS,0,0,5259,HWSTATUS
2025-12-15 01:40:54.746,HWSTATUS,0,0,5259,HWSTATUS
2025-12-15 01:40:54.846,HWSTATUS,0,0,5265,HWSTATUS
2025-12-15 01:40:54.946,HWSTATUS,0,0,5258,HWSTATUS
2025-12-15 01:40:55.046,HWSTATUS,0,0,5263,HWSTATUS
2025-12-15 01:40:55.148,HWSTATUS,0,0,5259,HWSTATUS
2025-12-15 01:40:55.247,HWSTATUS,0,0,5265,HWSTATUS
2025-12-15 01:40:55.347,HWSTATUS,0,0,5261,HWSTATUS
2025-12-15 01:40:55.447,HWSTATUS,0,0,5261,HWSTATUS
2025-12-15 01:40:55.547,HWSTATUS,0,0,5264,HWSTATUS
2025-12-15 01:40:55.646,HWSTATUS,0,0,5256,HWSTATUS
2025-12-15 01:40:55.746,HWSTATUS,0,0,5267,HWSTATUS
2025-12-15 01:40:55.847,HWSTATUS,0,0,5268,HWSTATUS
2025-12-15 01:40:55.946,HWSTATUS,0,0,5263,HWSTATUS
2025-12-15 01:40:56.047,HWSTATUS,0,0,5262,HWSTATUS
2025-12-15 01:40:56.146,HWSTATUS,0,0,5263,HWSTATUS
2025-12-15 01:40:56.246,HWSTATUS,0,0,5263,HWSTATUS
2025-12-15 01:40:56.347,HWSTATUS,0,0,5272,HWSTATUS
2025-12-15 01:40:56.446,HWSTATUS,0,0,5266,HWSTATUS
2025-12-15 01:40:56.546,HWSTATUS,0,0,5257,HWSTATUS
2025-12-15 01:40:56.646,HWSTATUS,0,0,5254,HWSTATUS
2025-12-15 01:40:56.747,HWSTATUS,0,0,5266,HWSTATUS
2025-12-15 01:40:56.847,HWSTATUS,0,0,5256,HWSTATUS
2025-12-15 01:40:56.947,HWSTATUS,0,0,5265,HWSTATUS
2025-12-15 01:40:57.047,HWSTATUS,0,0,5258,HWSTATUS
2025-12-15 01:40:57.147,HWSTATUS,0,0,5263,HWSTATUS
2025-12-15 01:40:57.247,HWSTATUS,0,0,5258,HWSTATUS
2025-12-15 01:40:57.346,HWSTATUS,0,0,5270,HWSTATUS
2025-12-15 01:40:57.446,HWSTATUS,0,0,5260,HWSTATUS
2025-12-15 01:40:57.546,HWSTATUS,0,0,5267,HWSTATUS
2025-12-15 01:40:57.647,HWSTATUS,0,0,5267,HWSTATUS
2025-12-15 01:40:57.746,HWSTATUS,0,0,5261,HWSTATUS
2025-12-15 01:40:57.846,HWSTATUS,0,0,5265,HWSTATUS
2025-12-15 01:40:57.947,HWSTATUS,0,0,5265,HWSTATUS
2025-12-15 01:40:58.046,HWSTATUS,0,0,5267,HWSTATUS
