SystemTime_ISO,MsgType,FC_Time_us,accel_weight,error_rp,error_yaw,mavpackettype,omegaIx,omegaIy,omegaIz,renorm_val
2025-12-15 01:40:54.563,AHRS,0,0.0,0.00047561124665662646,0.05307374149560928,AHRS,-0.00010157875658478588,0.0017401749501004815,0.00027958658756688237,0.0
2025-12-15 01:40:54.573,AHRS,0,0.0,0.00047561124665662646,0.043381791561841965,AHRS,-0.00010160163947148249,0.001739736064337194,0.0002788386191241443,0.0
2025-12-15 01:40:54.580,AHRS,0,0.0,0.0006332005141302943,0.02172912284731865,AHRS,-0.00010111329902429134,0.0017852967139333487,0.0005545660969801247,0.0
2025-12-15 01:40:54.586,AHRS,0,0.0,0.0006537449662573636,0.027655789628624916,AHRS,-0.00010099547216668725,0.0017844951944425702,0.0005580323631875217,0.0
2025-12-15 01:40:54.623,AHRS,0,0.0,0.0006537449662573636,0.022819112986326218,AHRS,-0.00010091451258631423,0.0017845196416601539,0.0005579491844400764,0.0
2025-12-15 01:40:54.646,AHRS,0,0.0,0.0006200679927133024,0.022819112986326218,AHRS,-0.00010085479152621701,0.0017849334981292486,0.0005598007701337337,0.0
2025-12-15 01:40:54.746,AHRS,0,0.0,0.0006200679927133024,0.02178306318819523,AHRS,-0.00010074203601107001,0.0017844776157289743,0.0005584514001384377,0.0
2025-12-15 01:40:54.846,AHRS,0,0.0,0.0006027393392287195,0.027227409183979034,AHRS,-0.00010062567162094638,0.0017839970532804728,0.0005548361223191023,0.0
2025-12-15 01:40:54.946,AHRS,0,0.0,0.0006027393392287195,0.030995862558484077,AHRS,-0.00010051100252894685,0.0017835539765655994,0.000551423872821033,0.0
2025-12-15 01:40:55.045,AHRS,0,0.0,0.0005462626577354968,0.03884844854474068,AHRS,-0.00010041584755526856,0.0017830338329076767,0.0005563017330132425,0.0
2025-12-15 01:40:55.148,AHRS,0,0.0,0.0005462626577354968,0.03482683375477791,AHRS,-0.00010038792970590293,0.0017840503714978695,0.0005552989896386862,0.0
2025-12-15 01:40:55.246,AHRS,0,0.0,0.00047325415653176606,0.031068962067365646,AHRS,-0.00010027757525676861,0.0017835560720413923,0.0005563123268075287,0.0
2025-12-15 01:40:55.346,AHRS,0,0.0,0.00047325415653176606,0.030209844931960106,AHRS,-0.00010017542808782309,0.0017830661963671446,0.0005580484285019338,0.0
2025-12-15 01:40:55.446,AHRS,0,0.0,0.0004902234068140388,0.029739104211330414,AHRS,-0.0001000644188025035,0.0017826524563133717,0.0005559204728342593,0.0
2025-12-15 01:40:55.546,AHRS,0,0.0,0.0004902234068140388,0.029284222051501274,AHRS,-9.9947712442372e-05,0.001782213686965406,0.0005538135883398354,0.0
