SystemTime_ISO,MsgType,FC_Time_us,board_version,capabilities,flight_custom_version,flight_sw_version,mavpackettype,middleware_custom_version,middleware_sw_version,os_custom_version,os_sw_version,product_id,uid,uid2,vendor_id
2025-12-15 01:40:55.649,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:55.748,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:55.849,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:55.948,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:56.049,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:56.147,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:56.247,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:56.348,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:56.448,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:56.548,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:56.648,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:56.748,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:56.848,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:56.948,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:57.049,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:57.149,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:57.248,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:57.348,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:57.448,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:57.548,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:57.648,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:57.748,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:57.848,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:57.948,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:58.049,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:58.148,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:58.248,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:58.348,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:58.448,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:58.549,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:58.653,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:58.755,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:58.855,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:58.953,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:59.053,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:59.155,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:59.253,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:59.353,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:59.454,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:59.553,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:59.653,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:59.753,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:59.853,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:40:59.953,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:41:00.053,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:41:00.155,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:41:00.253,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:41:00.355,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:41:00.453,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:41:00.553,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:41:00.655,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:41:00.754,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
2025-12-15 01:41:00.853,AUTOPILOT_VERSION,0,69664768,64495,"[50, 50, 102, 52, 53, 54, 55, 53]",67305983,AUTOPILOT_VERSION,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[54, 54, 101, 53, 100, 101, 48, 100]",0,4184,0,"[60, 0, 73, 0, 9, 81, 48, 52, 57, 50, 55, 49, 0, 0, 0, 0, 0, 0]",11694
