SystemTime_ISO,MsgType,FC_Time_us,battery_remaining,current_battery,drop_rate_comm,errors_comm,errors_count1,errors_count2,errors_count3,errors_count4,load,mavpackettype,onboard_control_sensors_enabled,onboard_control_sensors_health,onboard_control_sensors_present,voltage_battery
2025-12-15 01:40:54.554,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,256,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:54.570,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,253,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:54.577,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,251,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:54.584,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,252,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:54.617,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,376,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:54.643,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,327,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:54.743,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,265,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:54.842,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,255,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:54.942,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,250,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:55.042,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,256,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:55.142,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,251,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:55.242,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,253,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:55.343,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,250,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:55.442,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,251,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:55.542,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,252,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:55.642,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,254,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:55.742,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,249,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:55.843,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,256,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:55.943,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,249,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:56.043,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,253,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:56.142,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,250,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:56.242,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,252,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:56.344,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,250,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:56.443,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,252,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:56.543,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,249,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:56.643,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,254,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:56.743,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,252,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:56.843,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,253,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:56.943,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,251,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:57.043,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,252,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:57.143,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,251,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:57.243,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,252,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:57.343,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,250,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:57.443,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,255,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:57.543,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,249,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:57.643,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,252,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:57.743,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,252,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:57.843,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,253,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:57.943,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,250,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:58.043,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,253,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:58.143,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,249,SYS_STATUS,1348475919,1198562319,1467022351,0
2025-12-15 01:40:58.243,SYS_STATUS,0,-1,-1,0,0,0,0,0,0,252,SYS_STATUS,1348475919,1198562319,1467022351,0
