SystemTime_ISO,MsgType,FC_Time_us,body_pitch_rate,body_roll_rate,body_yaw_rate,mavpackettype,q,thrust,type_mask
2025-12-15 01:40:55.549,ATTITUDE_TARGET,4021542,-3.167495742673054e-05,3.473738979664631e-05,-1.650457964741392e-10,ATTITUDE_TARGET,"[0.6560938358306885, -3.5021566873183474e-06, -4.075383515100839e-07, 0.7546793818473816]",0.0,0
2025-12-15 01:40:55.649,ATTITUDE_TARGET,4021642,-3.167497561662458e-05,3.473739343462512e-05,-1.6504592137422947e-10,ATTITUDE_TARGET,"[0.6561143398284912, -3.5021685107494704e-06, -4.074430250966543e-07, 0.7546616196632385]",0.0,0
2025-12-15 01:40:55.749,ATTITUDE_TARGET,4021742,-3.167497561662458e-05,3.473740434856154e-05,-1.650459630075929e-10,ATTITUDE_TARGET,"[0.656082808971405, -3.5021521398448385e-06, -4.075897948041529e-07, 0.7546890377998352]",0.0,0
2025-12-15 01:40:55.849,ATTITUDE_TARGET,4021842,-3.167495742673054e-05,3.473739343462512e-05,-1.650458242297148e-10,ATTITUDE_TARGET,"[0.6560445427894592, -3.502130311971996e-06, -4.077674873315118e-07, 0.7547221779823303]",0.0,0
2025-12-15 01:40:55.949,ATTITUDE_TARGET,4021942,-3.167495742673054e-05,3.473740071058273e-05,-1.6504585198529043e-10,ATTITUDE_TARGET,"[0.656046450138092, -3.502131448840373e-06, -4.0775913134893926e-07, 0.7547206282615662]",0.0,0
2025-12-15 01:40:56.050,ATTITUDE_TARGET,4022044,-3.167496106470935e-05,3.4737397072603926e-05,-1.6504586586307823e-10,ATTITUDE_TARGET,"[0.6560682654380798, -3.5021432722714962e-06, -4.076574668943067e-07, 0.7547016143798828]",0.0,0
2025-12-15 01:40:56.148,ATTITUDE_TARGET,4022142,-3.167496470268816e-05,3.473740434856154e-05,-1.6504590749644166e-10,ATTITUDE_TARGET,"[0.6560405492782593, -3.502128720356268e-06, -4.077862740814453e-07, 0.7547257542610168]",0.0,0
2025-12-15 01:40:56.248,ATTITUDE_TARGET,4022242,-3.167496470268816e-05,3.473740434856154e-05,-1.6504590749644166e-10,ATTITUDE_TARGET,"[0.6559893488883972, -3.502100980767864e-06, -4.0802385115057405e-07, 0.7547702789306641]",0.0,0
2025-12-15 01:40:56.348,ATTITUDE_TARGET,4022342,-3.167495742673054e-05,3.473739343462512e-05,-1.650458242297148e-10,ATTITUDE_TARGET,"[0.6559702754020691, -3.5020900668314425e-06, -4.081120437149366e-07, 0.7547867894172668]",0.0,0
2025-12-15 01:40:56.448,ATTITUDE_TARGET,4022442,-3.167495742673054e-05,3.473738979664631e-05,-1.65045810351927e-10,ATTITUDE_TARGET,"[0.6559528708457947, -3.502080517137074e-06, -4.0819284663484723e-07, 0.754801869392395]",0.0,0
