SystemTime_ISO,MsgType,FC_Time_us,body_pitch_rate,body_roll_rate,body_yaw_rate,mavpackettype,q,thrust,type_mask
2025-12-15 01:43:29.259,ATTITUDE_TARGET,4175242,-3.167548493365757e-05,3.4737196983769536e-05,-1.6504764221991763e-10,ATTITUDE_TARGET,"[0.6562030911445618, -3.502236040731077e-06, -4.069947010520991e-07, 0.7545843720436096]",0.0,0
2025-12-15 01:43:29.359,ATTITUDE_TARGET,4175342,-3.167548493365757e-05,3.473718970781192e-05,-1.6504761446434202e-10,ATTITUDE_TARGET,"[0.6562498211860657, -3.5022608244617004e-06, -4.0677755919205083e-07, 0.7545437812805176]",0.0,0
2025-12-15 01:43:29.459,ATTITUDE_TARGET,4175442,-3.167547765769996e-05,3.473718970781192e-05,-1.650475589531908e-10,ATTITUDE_TARGET,"[0.6562573909759521, -3.502263780319481e-06, -4.0674234469406656e-07, 0.7545371055603027]",0.0,0
2025-12-15 01:43:29.559,ATTITUDE_TARGET,4175542,-3.1675466743763536e-05,3.473718970781192e-05,-1.6504750344203956e-10,ATTITUDE_TARGET,"[0.6562440395355225, -3.502256504361867e-06, -4.068050145633606e-07, 0.7545487880706787]",0.0,0
2025-12-15 01:43:29.659,ATTITUDE_TARGET,4175642,-3.167545946780592e-05,3.473719334579073e-05,-1.6504748956425175e-10,ATTITUDE_TARGET,"[0.6562206149101257, -3.5022439988097176e-06, -4.0691423919270164e-07, 0.7545691132545471]",0.0,0
2025-12-15 01:43:29.759,ATTITUDE_TARGET,4175742,-3.1675466743763536e-05,3.473720062174834e-05,-1.650475589531908e-10,ATTITUDE_TARGET,"[0.6562036871910095, -3.5022353586100508e-06, -4.069930241712427e-07, 0.7545838952064514]",0.0,0
2025-12-15 01:43:29.859,ATTITUDE_TARGET,4175844,-3.1675466743763536e-05,3.473719334579073e-05,-1.6504753119761517e-10,ATTITUDE_TARGET,"[0.6562169790267944, -3.5022424071939895e-06, -4.069306669407524e-07, 0.754572331905365]",0.0,0
2025-12-15 01:43:29.959,ATTITUDE_TARGET,4175944,-3.1675466743763536e-05,3.4737186069833115e-05,-1.6504748956425175e-10,ATTITUDE_TARGET,"[0.6562628746032715, -3.5022669635509374e-06, -4.0671719148122065e-07, 0.7545323371887207]",0.0,0
2025-12-15 01:43:30.059,ATTITUDE_TARGET,4176042,-3.167547038174234e-05,3.473718970781192e-05,-1.6504753119761517e-10,ATTITUDE_TARGET,"[0.6563040018081665, -3.502289246171131e-06, -4.065266239194898e-07, 0.7544966340065002]",0.0,0
2025-12-15 01:43:30.159,ATTITUDE_TARGET,4176144,-3.167547765769996e-05,3.473719334579073e-05,-1.650475867087664e-10,ATTITUDE_TARGET,"[0.6563100814819336, -3.5022931115236133e-06, -4.0649825905347825e-07, 0.7544913291931152]",0.0,0
2025-12-15 01:43:30.259,ATTITUDE_TARGET,4176242,-3.167547401972115e-05,3.473718970781192e-05,-1.650475589531908e-10,ATTITUDE_TARGET,"[0.6562837362289429, -3.5022787869820604e-06, -4.066203871389007e-07, 0.7545141577720642]",0.0,0
2025-12-15 01:43:30.359,ATTITUDE_TARGET,4176344,-3.167547401972115e-05,3.473718970781192e-05,-1.650475589531908e-10,ATTITUDE_TARGET,"[0.6562431454658508, -3.5022567317355424e-06, -4.068088514941337e-07, 0.7545495629310608]",0.0,0
2025-12-15 01:43:30.459,ATTITUDE_TARGET,4176442,-3.167547765769996e-05,3.473719334579073e-05,-1.650475867087664e-10,ATTITUDE_TARGET,"[0.6562119126319885, -3.502240133457235e-06, -4.069538306339382e-07, 0.7545766830444336]",0.0,0
2025-12-15 01:43:30.559,ATTITUDE_TARGET,4176542,-3.1675466743763536e-05,3.473718243185431e-05,-1.6504747568646394e-10,ATTITUDE_TARGET,"[0.6562238931655884, -3.5022453630517703e-06, -4.068982093485829e-07, 0.7545662522315979]",0.0,0
2025-12-15 01:43:30.659,ATTITUDE_TARGET,4176642,-3.167545946780592e-05,3.473719334579073e-05,-1.6504748956425175e-10,ATTITUDE_TARGET,"[0.6562676429748535, -3.5022690099140164e-06, -4.066961025728233e-07, 0.754528284072876]",0.0,0
2025-12-15 01:43:30.759,ATTITUDE_TARGET,4176742,-3.1675455829827115e-05,3.473718243185431e-05,-1.650474201753127e-10,ATTITUDE_TARGET,"[0.6562764048576355, -3.5022733300138498e-06, -4.066548910941492e-07, 0.7545205950737]",0.0,0
2025-12-15 01:43:30.858,ATTITUDE_TARGET,4176842,-3.1675455829827115e-05,3.47371787938755e-05,-1.650474062975249e-10,ATTITUDE_TARGET,"[0.6562831401824951, -3.502276967992657e-06, -4.0662331457497203e-07, 0.7545146942138672]",0.0,0
2025-12-15 01:43:30.960,ATTITUDE_TARGET,4176942,-3.167545946780592e-05,3.4737171517917886e-05,-1.650473924197371e-10,ATTITUDE_TARGET,"[0.65630042552948, -3.5022856081923237e-06, -4.0654285271557455e-07, 0.7544997334480286]",0.0,0
2025-12-15 01:43:31.059,ATTITUDE_TARGET,4177042,-3.1675455829827115e-05,3.4737171517917886e-05,-1.6504736466416148e-10,ATTITUDE_TARGET,"[0.6562872529029846, -3.5022783322347095e-06, -4.066039593908499e-07, 0.7545111775398254]",0.0,0
2025-12-15 01:43:31.158,ATTITUDE_TARGET,4177142,-3.167546310578473e-05,3.473718243185431e-05,-1.6504744793088832e-10,ATTITUDE_TARGET,"[0.6562548875808716, -3.5022619613300776e-06, -4.067543670771556e-07, 0.7545393109321594]",0.0,0
2025-12-15 01:43:31.258,ATTITUDE_TARGET,4177242,-3.1675455829827115e-05,3.47371787938755e-05,-1.650474062975249e-10,ATTITUDE_TARGET,"[0.6562229990959167, -3.502244226183393e-06, -4.0690247260499746e-07, 0.75456702709198]",0.0,0
2025-12-15 01:43:31.358,ATTITUDE_TARGET,4177344,-3.167547401972115e-05,3.47371787938755e-05,-1.6504748956425175e-10,ATTITUDE_TARGET,"[0.6562079191207886, -3.502236950225779e-06, -4.0697190684113593e-07, 0.7545801997184753]",0.0,0
2025-12-15 01:43:31.458,ATTITUDE_TARGET,4177444,-3.167547765769996e-05,3.47371787938755e-05,-1.6504751731982736e-10,ATTITUDE_TARGET,"[0.6562262773513794, -3.5022469546674984e-06, -4.0688638591745985e-07, 0.7545642256736755]",0.0,0
2025-12-15 01:43:31.558,ATTITUDE_TARGET,4177544,-3.167547765769996e-05,3.47371787938755e-05,-1.6504751731982736e-10,ATTITUDE_TARGET,"[0.6562307476997375, -3.5022494557779282e-06, -4.068656096478662e-07, 0.7545603513717651]",0.0,0
2025-12-15 01:43:31.658,ATTITUDE_TARGET,4177642,-3.1675466743763536e-05,3.4737171517917886e-05,-1.6504743405310052e-10,ATTITUDE_TARGET,"[0.6562299132347107, -3.5022485462832265e-06, -4.068695034220582e-07, 0.7545610070228577]",0.0,0
2025-12-15 01:43:31.758,ATTITUDE_TARGET,4177744,-3.167547765769996e-05,3.4737175155896693e-05,-1.6504750344203956e-10,ATTITUDE_TARGET,"[0.6562221050262451, -3.502244680930744e-06, -4.069056842581631e-07, 0.7545679211616516]",0.0,0
2025-12-15 01:43:31.859,ATTITUDE_TARGET,4177842,-3.167546310578473e-05,3.47371787938755e-05,-1.6504743405310052e-10,ATTITUDE_TARGET,"[0.6562232375144958, -3.5022449083044194e-06, -4.0690088098926935e-07, 0.7545667886734009]",0.0,0
2025-12-15 01:43:31.959,ATTITUDE_TARGET,4177942,-3.16754485538695e-05,3.473718243185431e-05,-1.6504737854194929e-10,ATTITUDE_TARGET,"[0.656210720539093, -3.502237632346805e-06, -4.06960026566594e-07, 0.7545776963233948]",0.0,0
2025-12-15 01:43:32.058,ATTITUDE_TARGET,4178042,-3.1675455829827115e-05,3.473719334579073e-05,-1.6504747568646394e-10,ATTITUDE_TARGET,"[0.656165361404419, -3.502213985484559e-06, -4.071709156505676e-07, 0.7546170949935913]",0.0,0
2025-12-15 01:43:32.158,ATTITUDE_TARGET,4178142,-3.167545219184831e-05,3.473718243185431e-05,-1.650473924197371e-10,ATTITUDE_TARGET,"[0.6561135649681091, -3.5021860185224796e-06, -4.074108801432885e-07, 0.754662275314331]",0.0,0
2025-12-15 01:43:32.258,ATTITUDE_TARGET,4178242,-3.1675466743763536e-05,3.4737196983769536e-05,-1.6504754507540298e-10,ATTITUDE_TARGET,"[0.6560530066490173, -3.5021537314605666e-06, -4.0769216980152123e-07, 0.7547149062156677]",0.0,0
2025-12-15 01:43:32.360,ATTITUDE_TARGET,4178342,-3.1675466743763536e-05,3.4737196983769536e-05,-1.6504754507540298e-10,ATTITUDE_TARGET,"[0.6560134887695312, -3.502132358335075e-06, -4.078754614056379e-07, 0.7547492384910583]",0.0,0
2025-12-15 01:43:32.461,ATTITUDE_TARGET,4178442,-3.167545219184831e-05,3.473718243185431e-05,-1.650473924197371e-10,ATTITUDE_TARGET,"[0.6560073494911194, -3.502127810861566e-06, -4.07903598897974e-07, 0.7547544836997986]",0.0,0
2025-12-15 01:43:32.559,ATTITUDE_TARGET,4178542,-3.1675466743763536e-05,3.473718970781192e-05,-1.6504750344203956e-10,ATTITUDE_TARGET,"[0.6559854745864868, -3.502116896925145e-06, -4.0800489387038397e-07, 0.7547735571861267]",0.0,0
2025-12-15 01:43:32.659,ATTITUDE_TARGET,4178642,-3.1675466743763536e-05,3.473719334579073e-05,-1.6504753119761517e-10,ATTITUDE_TARGET,"[0.6559516191482544, -3.5020991617784603e-06, -4.0816229329720954e-07, 0.7548030018806458]",0.0,0
2025-12-15 01:43:32.760,ATTITUDE_TARGET,4178742,-3.1675466743763536e-05,3.473720789770596e-05,-1.650476005865542e-10,ATTITUDE_TARGET,"[0.6559321284294128, -3.5020891573367408e-06, -4.082536690930283e-07, 0.7548199892044067]",0.0,0
2025-12-15 01:43:32.859,ATTITUDE_TARGET,4178844,-3.167545946780592e-05,3.473720789770596e-05,-1.650475589531908e-10,ATTITUDE_TARGET,"[0.6559345722198486, -3.502090294205118e-06, -4.082424709395127e-07, 0.7548177242279053]",0.0,0
2025-12-15 01:43:32.959,ATTITUDE_TARGET,4178942,-3.167546310578473e-05,3.473720789770596e-05,-1.650475728309786e-10,ATTITUDE_TARGET,"[0.6559464335441589, -3.502096433294355e-06, -4.08187418088346e-07, 0.7548075318336487]",0.0,0
2025-12-15 01:43:33.059,ATTITUDE_TARGET,4179042,-3.167545946780592e-05,3.473720425972715e-05,-1.6504753119761517e-10,ATTITUDE_TARGET,"[0.6559568047523499, -3.502102117636241e-06, -4.0813901591718604e-07, 0.754798412322998]",0.0,0
2025-12-15 01:43:33.159,ATTITUDE_TARGET,4179142,-3.1675455829827115e-05,3.473721517366357e-05,-1.650475728309786e-10,ATTITUDE_TARGET,"[0.6559534072875977, -3.502100526020513e-06, -4.0815555735207454e-07, 0.7548013925552368]",0.0,0
2025-12-15 01:43:33.259,ATTITUDE_TARGET,4179242,-3.16754485538695e-05,3.4737211535684764e-05,-1.6504751731982736e-10,ATTITUDE_TARGET,"[0.6559551358222961, -3.502100526020513e-06, -4.0814816770762263e-07, 0.7547999620437622]",0.0,0
2025-12-15 01:43:33.359,ATTITUDE_TARGET,4179342,-3.16754485538695e-05,3.473721517366357e-05,-1.6504753119761517e-10,ATTITUDE_TARGET,"[0.6559461951255798, -3.5020957511733286e-06, -4.081898055119382e-07, 0.7548077702522278]",0.0,0
2025-12-15 01:43:33.459,ATTITUDE_TARGET,4179442,-3.1675430363975465e-05,3.473720425972715e-05,-1.6504737854194929e-10,ATTITUDE_TARGET,"[0.6559576392173767, -3.5021007533941884e-06, -4.081366284935939e-07, 0.7547976970672607]",0.0,0
2025-12-15 01:43:33.559,ATTITUDE_TARGET,4179542,-3.167541581206024e-05,3.473720062174834e-05,-1.6504729527522244e-10,ATTITUDE_TARGET,"[0.6559675931930542, -3.5021059829887236e-06, -4.080911253367958e-07, 0.7547891736030579]",0.0,0
2025-12-15 01:43:33.659,ATTITUDE_TARGET,4179642,-3.1675430363975465e-05,3.4737196983769536e-05,-1.6504735078637367e-10,ATTITUDE_TARGET,"[0.6559522747993469, -3.5020973427890567e-06, -4.0816144064592663e-07, 0.754802405834198]",0.0,0
2025-12-15 01:43:33.759,ATTITUDE_TARGET,4179744,-3.1675430363975465e-05,3.473720425972715e-05,-1.6504737854194929e-10,ATTITUDE_TARGET,"[0.6558942794799805, -3.5020664199691964e-06, -4.0843050896910427e-07, 0.7548527717590332]",0.0,0
