SystemTime_ISO,MsgType,FC_Time_us,id,mavpackettype,temperature,xacc,xgyro,xmag,yacc,ygyro,ymag,zacc,zgyro,zmag
2025-12-15 01:40:55.845,RAW_IMU,4021839820,0,RAW_IMU,4480,1,0,-31,10,-2,-245,-993,0,114
2025-12-15 01:40:55.944,RAW_IMU,4021937395,0,RAW_IMU,4480,1,0,-24,10,-2,-248,-992,0,136
2025-12-15 01:40:56.045,RAW_IMU,4022037402,0,RAW_IMU,4480,1,0,-49,10,-1,-251,-992,-1,139
2025-12-15 01:40:56.144,RAW_IMU,4022137356,0,RAW_IMU,4480,1,0,-49,10,-2,-254,-993,0,126
2025-12-15 01:40:56.244,RAW_IMU,4022237353,0,RAW_IMU,4480,2,0,-26,10,-2,-238,-993,0,146
2025-12-15 01:40:56.345,RAW_IMU,4022337335,0,RAW_IMU,4480,1,0,-48,10,-1,-267,-992,0,144
2025-12-15 01:40:56.444,RAW_IMU,4022437356,0,RAW_IMU,4480,1,0,-24,9,-2,-246,-993,0,120
2025-12-15 01:40:56.544,RAW_IMU,4022537340,0,RAW_IMU,4528,2,0,-33,10,-2,-234,-993,0,126
2025-12-15 01:40:56.644,RAW_IMU,4022637334,0,RAW_IMU,4528,1,0,-37,10,-1,-263,-992,0,139
2025-12-15 01:40:56.744,RAW_IMU,4022737402,0,RAW_IMU,4480,1,0,-53,10,-1,-259,-993,0,135
2025-12-15 01:40:56.845,RAW_IMU,4022839820,0,RAW_IMU,4528,0,0,-42,10,-1,-253,-993,0,123
2025-12-15 01:40:56.944,RAW_IMU,4022937399,0,RAW_IMU,4528,2,0,-31,10,-1,-250,-992,0,115
2025-12-15 01:40:57.046,RAW_IMU,4023039807,0,RAW_IMU,4480,2,0,-40,10,-1,-248,-993,0,135
2025-12-15 01:40:57.145,RAW_IMU,4023139794,0,RAW_IMU,4480,1,0,-45,10,-1,-238,-993,0,135
2025-12-15 01:40:57.244,RAW_IMU,4023237387,0,RAW_IMU,4480,2,0,-45,10,-1,-259,-993,0,133
2025-12-15 01:40:57.344,RAW_IMU,4023337379,0,RAW_IMU,4480,1,0,-32,10,-1,-258,-992,0,142
2025-12-15 01:40:57.444,RAW_IMU,4023437410,0,RAW_IMU,4480,1,0,-33,10,-1,-260,-993,0,133
2025-12-15 01:40:57.544,RAW_IMU,4023537336,0,RAW_IMU,4528,2,0,-47,10,-1,-243,-993,0,144
2025-12-15 01:40:57.645,RAW_IMU,4023639881,0,RAW_IMU,4480,2,0,-34,10,-2,-250,-992,0,134
2025-12-15 01:40:57.744,RAW_IMU,4023737368,0,RAW_IMU,4528,1,0,-48,9,-1,-257,-992,0,151
2025-12-15 01:40:57.844,RAW_IMU,4023837366,0,RAW_IMU,4528,1,0,-41,10,-2,-253,-993,0,126
2025-12-15 01:40:57.944,RAW_IMU,4023937349,0,RAW_IMU,4480,1,0,-49,10,-1,-253,-992,0,135
2025-12-15 01:40:58.045,RAW_IMU,4024037357,0,RAW_IMU,4528,1,0,-31,10,-1,-269,-992,0,146
2025-12-15 01:40:58.144,RAW_IMU,4024137331,0,RAW_IMU,4480,1,0,-33,10,-1,-251,-993,0,135
2025-12-15 01:40:58.245,RAW_IMU,4024239824,0,RAW_IMU,4528,0,0,-31,10,-2,-249,-993,0,130
2025-12-15 01:40:58.345,RAW_IMU,4024339813,0,RAW_IMU,4480,2,0,-23,10,-1,-242,-992,0,128
2025-12-15 01:40:58.444,RAW_IMU,4024437377,0,RAW_IMU,4528,1,0,-41,10,-1,-265,-992,0,139
2025-12-15 01:40:58.546,RAW_IMU,4024539854,0,RAW_IMU,4480,0,0,-27,10,-1,-248,-993,0,126
2025-12-15 01:40:58.647,RAW_IMU,4024639789,0,RAW_IMU,4480,1,0,-29,10,-1,-254,-993,0,139
2025-12-15 01:40:58.747,RAW_IMU,4024739800,0,RAW_IMU,4528,2,0,-31,11,-1,-255,-993,0,124
2025-12-15 01:40:58.847,RAW_IMU,4024837460,0,RAW_IMU,4528,1,0,-37,10,-2,-250,-993,0,150
2025-12-15 01:40:58.947,RAW_IMU,4024937393,0,RAW_IMU,4528,2,0,-37,10,-1,-251,-993,0,123
2025-12-15 01:40:59.047,RAW_IMU,4025037396,0,RAW_IMU,4528,1,0,-45,10,-1,-257,-992,0,136
2025-12-15 01:40:59.147,RAW_IMU,4025139762,0,RAW_IMU,4480,1,0,-33,9,-1,-247,-992,0,136
2025-12-15 01:40:59.247,RAW_IMU,4025237360,0,RAW_IMU,4528,1,0,-26,10,-2,-264,-993,0,135
2025-12-15 01:40:59.347,RAW_IMU,4025337365,0,RAW_IMU,4528,2,0,-20,10,-1,-232,-993,0,140
2025-12-15 01:40:59.447,RAW_IMU,4025439811,0,RAW_IMU,4528,2,0,-38,10,-2,-247,-993,0,134
2025-12-15 01:40:59.547,RAW_IMU,4025537338,0,RAW_IMU,4528,1,0,-30,9,-1,-258,-993,0,131
2025-12-15 01:40:59.647,RAW_IMU,4025637330,0,RAW_IMU,4480,1,0,-48,10,-2,-258,-993,0,130
2025-12-15 01:40:59.747,RAW_IMU,4025737331,0,RAW_IMU,4480,2,0,-57,10,-2,-250,-992,0,135
2025-12-15 01:40:59.847,RAW_IMU,4025839820,0,RAW_IMU,4528,1,0,-26,10,-1,-246,-992,0,115
2025-12-15 01:40:59.947,RAW_IMU,4025939815,0,RAW_IMU,4528,0,0,-40,10,-2,-253,-992,0,138
2025-12-15 01:41:00.047,RAW_IMU,4026039768,0,RAW_IMU,4480,1,0,-34,10,-2,-250,-993,0,135
2025-12-15 01:41:00.148,RAW_IMU,4026139788,0,RAW_IMU,4480,2,0,-37,10,-1,-257,-992,0,125
2025-12-15 01:41:00.247,RAW_IMU,4026239852,0,RAW_IMU,4528,1,0,-20,9,-1,-262,-992,0,144
2025-12-15 01:41:00.348,RAW_IMU,4026339800,0,RAW_IMU,4480,1,0,-34,10,-1,-265,-993,0,144
2025-12-15 01:41:00.447,RAW_IMU,4026437382,0,RAW_IMU,4528,1,0,-37,10,-1,-250,-991,0,135
2025-12-15 01:41:00.547,RAW_IMU,4026537381,0,RAW_IMU,4528,1,0,-33,10,-1,-248,-993,0,139
2025-12-15 01:41:00.648,RAW_IMU,4026637396,0,RAW_IMU,4528,1,0,-31,10,-2,-261,-992,0,133
2025-12-15 01:41:00.747,RAW_IMU,4026737380,0,RAW_IMU,4480,1,0,-38,10,-1,-250,-992,0,127
2025-12-15 01:41:00.847,RAW_IMU,4026837366,0,RAW_IMU,4528,0,0,-35,9,-2,-267,-993,0,141
2025-12-15 01:41:00.947,RAW_IMU,4026937394,0,RAW_IMU,4528,2,0,-34,10,-2,-250,-993,0,135
2025-12-15 01:41:01.048,RAW_IMU,4027037348,0,RAW_IMU,4528,1,0,-41,10,-1,-259,-992,0,133
2025-12-15 01:41:01.147,RAW_IMU,4027137337,0,RAW_IMU,4480,1,0,-29,10,-1,-257,-993,0,121
2025-12-15 01:41:01.248,RAW_IMU,4027239778,0,RAW_IMU,4480,1,0,-34,9,-2,-252,-992,0,132
2025-12-15 01:41:01.347,RAW_IMU,4027337349,0,RAW_IMU,4480,2,0,-33,10,-1,-283,-992,0,141
2025-12-15 01:41:01.447,RAW_IMU,4027439830,0,RAW_IMU,4528,2,0,-27,10,-1,-247,-992,0,124
2025-12-15 01:41:01.547,RAW_IMU,4027539811,0,RAW_IMU,4480,0,0,-28,10,-2,-258,-992,0,143
2025-12-15 01:41:01.647,RAW_IMU,4027639772,0,RAW_IMU,4480,1,0,-22,10,-2,-247,-993,0,141
2025-12-15 01:41:01.747,RAW_IMU,4027739785,0,RAW_IMU,4480,2,0,-29,10,-2,-249,-993,0,150
2025-12-15 01:41:01.847,RAW_IMU,4027839775,0,RAW_IMU,4480,1,0,-44,10,-1,-247,-992,-1,124
2025-12-15 01:41:01.947,RAW_IMU,4027937375,0,RAW_IMU,4528,2,0,-19,10,-1,-252,-992,0,121
2025-12-15 01:41:02.047,RAW_IMU,4028037387,0,RAW_IMU,4528,1,0,-38,10,-1,-258,-993,0,134
2025-12-15 01:41:02.147,RAW_IMU,4028139835,0,RAW_IMU,4528,1,0,-39,9,-1,-256,-992,0,133
2025-12-15 01:41:02.247,RAW_IMU,4028237420,0,RAW_IMU,4480,1,0,-33,10,-2,-254,-993,0,136
2025-12-15 01:41:02.347,RAW_IMU,4028337370,0,RAW_IMU,4528,1,0,-46,10,-1,-267,-992,0,133
2025-12-15 01:41:02.447,RAW_IMU,4028437351,0,RAW_IMU,4528,1,0,-44,10,-1,-256,-993,0,139
2025-12-15 01:41:02.547,RAW_IMU,4028537375,0,RAW_IMU,4528,1,0,-29,10,-1,-272,-993,-1,144
2025-12-15 01:41:02.647,RAW_IMU,4028637336,0,RAW_IMU,4480,2,0,-20,10,-2,-246,-992,0,130
2025-12-15 01:41:02.746,RAW_IMU,4028737340,0,RAW_IMU,4528,1,0,-17,10,-1,-286,-992,0,157
2025-12-15 01:41:02.845,RAW_IMU,4028837343,0,RAW_IMU,4480,1,0,-42,10,-1,-249,-993,0,126
2025-12-15 01:41:02.945,RAW_IMU,4028939797,0,RAW_IMU,4480,1,0,-13,10,-2,-263,-993,0,158
2025-12-15 01:41:03.045,RAW_IMU,4029039812,0,RAW_IMU,4480,2,0,-14,10,-1,-290,-992,0,182
2025-12-15 01:41:03.145,RAW_IMU,4029139774,0,RAW_IMU,4480,1,0,-30,10,-1,-277,-992,0,185
2025-12-15 01:41:03.245,RAW_IMU,4029239807,0,RAW_IMU,4528,1,0,-10,10,-1,-274,-993,0,164
2025-12-15 01:41:03.346,RAW_IMU,4029339833,0,RAW_IMU,4528,2,0,3,10,-2,-277,-993,0,165
2025-12-15 01:41:03.445,RAW_IMU,4029439778,0,RAW_IMU,4480,2,0,-10,10,-1,-292,-992,0,173
2025-12-15 01:41:03.545,RAW_IMU,4029539790,0,RAW_IMU,4480,1,0,-12,10,-1,-295,-993,0,165
2025-12-15 01:41:03.645,RAW_IMU,4029637399,0,RAW_IMU,4480,2,0,-7,10,-1,-276,-992,0,163
2025-12-15 01:41:03.745,RAW_IMU,4029737382,0,RAW_IMU,4480,1,0,-21,10,-1,-297,-992,0,171
2025-12-15 01:41:03.845,RAW_IMU,4029837466,0,RAW_IMU,4480,1,0,-11,10,-1,-293,-994,0,175
2025-12-15 01:41:03.945,RAW_IMU,4029939786,0,RAW_IMU,4480,2,0,-13,10,-1,-270,-993,0,163
2025-12-15 01:41:04.045,RAW_IMU,4030037341,0,RAW_IMU,4480,1,0,-15,10,-1,-289,-992,0,162
2025-12-15 01:41:04.145,RAW_IMU,4030137375,0,RAW_IMU,4480,1,0,-23,10,-2,-279,-994,0,161
2025-12-15 01:41:04.245,RAW_IMU,4030237333,0,RAW_IMU,4480,2,0,-15,10,-1,-290,-992,0,186
2025-12-15 01:41:04.347,RAW_IMU,4030337336,0,RAW_IMU,4480,1,0,-6,10,-1,-298,-992,0,169
2025-12-15 01:41:04.445,RAW_IMU,4030437338,0,RAW_IMU,4480,1,0,-22,10,-1,-304,-993,0,181
2025-12-15 01:41:04.545,RAW_IMU,4030539837,0,RAW_IMU,4528,1,0,-4,10,-2,-307,-993,0,192
2025-12-15 01:41:04.645,RAW_IMU,4030639829,0,RAW_IMU,4480,1,0,-20,10,-2,-273,-993,0,162
2025-12-15 01:41:04.745,RAW_IMU,4030739802,0,RAW_IMU,4528,1,0,-13,9,-2,-305,-993,0,179
2025-12-15 01:41:04.845,RAW_IMU,4030839771,0,RAW_IMU,4528,1,0,0,10,-1,-291,-993,0,162
2025-12-15 01:41:04.945,RAW_IMU,4030939779,0,RAW_IMU,4528,2,0,-10,10,-1,-267,-992,0,198
2025-12-15 01:41:05.044,RAW_IMU,4031037393,0,RAW_IMU,4528,2,0,-11,10,-2,-315,-993,0,196
2025-12-15 01:41:05.144,RAW_IMU,4031137391,0,RAW_IMU,4480,2,0,13,10,-2,-289,-993,0,201
2025-12-15 01:41:05.245,RAW_IMU,4031237389,0,RAW_IMU,4528,1,0,-7,10,-1,-300,-992,0,200
2025-12-15 01:41:05.345,RAW_IMU,4031337402,0,RAW_IMU,4480,1,0,10,10,-1,-304,-993,0,189
2025-12-15 01:41:05.445,RAW_IMU,4031439809,0,RAW_IMU,4480,2,0,-1,10,-2,-287,-993,0,172
2025-12-15 01:41:05.544,RAW_IMU,4031537352,0,RAW_IMU,4528,1,0,-11,10,-1,-276,-992,0,190
2025-12-15 01:41:05.644,RAW_IMU,4031637360,0,RAW_IMU,4528,1,0,5,10,-2,-295,-993,-1,196
2025-12-15 01:41:05.745,RAW_IMU,4031737346,0,RAW_IMU,4480,2,0,-16,10,-1,-279,-992,0,173
2025-12-15 01:41:05.844,RAW_IMU,4031837341,0,RAW_IMU,4480,1,0,-13,10,-2,-268,-993,0,163
2025-12-15 01:41:05.944,RAW_IMU,4031937328,0,RAW_IMU,4480,1,0,-32,10,-1,-294,-993,0,172
2025-12-15 01:41:06.045,RAW_IMU,4032039808,0,RAW_IMU,4480,2,0,-22,10,-2,-284,-993,0,160
2025-12-15 01:41:06.146,RAW_IMU,4032139832,0,RAW_IMU,4480,2,0,-20,10,-2,-285,-992,0,167
2025-12-15 01:41:06.245,RAW_IMU,4032239766,0,RAW_IMU,4480,1,0,-24,10,-1,-276,-992,0,158
2025-12-15 01:41:06.345,RAW_IMU,4032339785,0,RAW_IMU,4480,2,0,-30,10,-2,-258,-993,0,165
2025-12-15 01:41:06.445,RAW_IMU,4032439783,0,RAW_IMU,4480,2,0,-33,10,-1,-265,-991,0,136
2025-12-15 01:41:06.545,RAW_IMU,4032539832,0,RAW_IMU,4480,0,0,-28,9,-1,-249,-992,0,133
2025-12-15 01:41:06.645,RAW_IMU,4032639789,0,RAW_IMU,4528,1,0,-36,10,-1,-261,-993,-1,136
2025-12-15 01:41:06.745,RAW_IMU,4032739782,0,RAW_IMU,4480,2,0,-33,10,-2,-260,-992,0,139
2025-12-15 01:41:06.844,RAW_IMU,4032837393,0,RAW_IMU,4480,1,0,-36,10,-1,-247,-993,0,144
2025-12-15 01:41:06.944,RAW_IMU,4032937349,0,RAW_IMU,4480,2,0,-20,10,-1,-246,-992,0,131
2025-12-15 01:41:07.044,RAW_IMU,4033037364,0,RAW_IMU,4480,2,0,-23,10,-1,-264,-992,0,145
2025-12-15 01:41:07.144,RAW_IMU,4033137349,0,RAW_IMU,4480,1,0,-27,9,-1,-255,-992,0,148
2025-12-15 01:41:07.244,RAW_IMU,4033237325,0,RAW_IMU,4480,1,0,-18,10,-2,-232,-993,0,137
2025-12-15 01:41:07.344,RAW_IMU,4033337350,0,RAW_IMU,4480,2,0,-39,10,-1,-276,-992,0,153
2025-12-15 01:41:07.444,RAW_IMU,4033437324,0,RAW_IMU,4528,1,0,-24,10,-1,-237,-992,0,140
2025-12-15 01:41:07.544,RAW_IMU,4033537337,0,RAW_IMU,4480,1,0,-31,10,-1,-243,-994,0,113
2025-12-15 01:41:07.645,RAW_IMU,4033639818,0,RAW_IMU,4480,1,0,-43,10,-2,-256,-993,0,119
2025-12-15 01:41:07.746,RAW_IMU,4033739821,0,RAW_IMU,4528,2,0,-43,10,-1,-253,-992,0,136
2025-12-15 01:41:07.848,RAW_IMU,4033839768,0,RAW_IMU,4480,1,0,-33,10,-1,-260,-992,0,125
2025-12-15 01:41:07.948,RAW_IMU,4033939791,0,RAW_IMU,4480,1,0,-29,9,-1,-263,-993,0,120
2025-12-15 01:41:08.047,RAW_IMU,4034039797,0,RAW_IMU,4528,1,0,-30,10,-2,-261,-992,0,133
2025-12-15 01:41:08.147,RAW_IMU,4034137429,0,RAW_IMU,4528,1,0,-31,9,-1,-245,-993,0,145
2025-12-15 01:41:08.247,RAW_IMU,4034239778,0,RAW_IMU,4480,0,0,-34,10,-1,-245,-994,0,133
2025-12-15 01:41:08.347,RAW_IMU,4034337390,0,RAW_IMU,4480,2,0,-22,10,-2,-253,-993,0,129
2025-12-15 01:41:08.447,RAW_IMU,4034439816,0,RAW_IMU,4480,2,0,-40,10,-1,-244,-992,0,150
2025-12-15 01:41:08.547,RAW_IMU,4034537426,0,RAW_IMU,4528,1,0,-32,10,-2,-258,-993,0,145
2025-12-15 01:41:08.647,RAW_IMU,4034637353,0,RAW_IMU,4528,2,0,-15,10,-2,-254,-993,0,132
2025-12-15 01:41:08.747,RAW_IMU,4034737382,0,RAW_IMU,4480,1,0,-31,10,-1,-275,-992,0,130
2025-12-15 01:41:08.848,RAW_IMU,4034837346,0,RAW_IMU,4480,1,0,-45,10,-1,-243,-993,0,119
2025-12-15 01:41:08.948,RAW_IMU,4034937338,0,RAW_IMU,4528,2,0,-41,10,-2,-254,-993,-1,133
2025-12-15 01:41:09.047,RAW_IMU,4035037339,0,RAW_IMU,4528,1,0,-38,10,-1,-253,-992,0,127
2025-12-15 01:41:09.147,RAW_IMU,4035137331,0,RAW_IMU,4480,1,0,-41,9,-1,-250,-993,0,124
2025-12-15 01:41:09.247,RAW_IMU,4035239834,0,RAW_IMU,4480,1,0,-31,10,-1,-270,-993,-1,132
2025-12-15 01:41:09.347,RAW_IMU,4035339826,0,RAW_IMU,4480,2,0,-23,10,-2,-233,-993,0,146
2025-12-15 01:41:09.447,RAW_IMU,4035439777,0,RAW_IMU,4528,2,0,-34,10,-1,-270,-992,0,147
2025-12-15 01:41:09.547,RAW_IMU,4035539804,0,RAW_IMU,4480,1,0,-42,9,-1,-250,-992,0,120
2025-12-15 01:41:09.648,RAW_IMU,4035639824,0,RAW_IMU,4528,2,0,-26,10,-2,-258,-993,0,146
2025-12-15 01:41:09.748,RAW_IMU,4035737397,0,RAW_IMU,4528,1,0,-29,10,-1,-266,-993,0,159
2025-12-15 01:41:09.848,RAW_IMU,4035837388,0,RAW_IMU,4528,1,0,-46,10,-1,-261,-993,0,137
2025-12-15 01:41:09.948,RAW_IMU,4035937386,0,RAW_IMU,4480,2,0,-34,10,-1,-257,-993,0,135
2025-12-15 01:41:10.048,RAW_IMU,4036037421,0,RAW_IMU,4528,1,0,-31,10,-1,-260,-991,0,144
2025-12-15 01:41:10.148,RAW_IMU,4036137359,0,RAW_IMU,4528,1,0,-19,10,-1,-263,-993,-1,144
2025-12-15 01:41:10.248,RAW_IMU,4036237408,0,RAW_IMU,4528,2,0,-30,10,-1,-243,-993,0,155
2025-12-15 01:41:10.348,RAW_IMU,4036337388,0,RAW_IMU,4528,1,0,-44,10,-1,-258,-992,0,141
2025-12-15 01:41:10.448,RAW_IMU,4036437346,0,RAW_IMU,4528,1,0,-30,9,-2,-260,-992,0,131
2025-12-15 01:41:10.548,RAW_IMU,4036537331,0,RAW_IMU,4480,1,0,-34,9,-2,-257,-993,0,139
2025-12-15 01:41:10.648,RAW_IMU,4036637346,0,RAW_IMU,4480,2,0,-29,11,-1,-249,-992,0,130
2025-12-15 01:41:10.748,RAW_IMU,4036739897,0,RAW_IMU,4480,2,0,-37,11,-1,-259,-993,0,147
2025-12-15 01:41:10.848,RAW_IMU,4036839827,0,RAW_IMU,4480,1,0,-23,10,-1,-271,-992,0,139
2025-12-15 01:41:10.948,RAW_IMU,4036939771,0,RAW_IMU,4528,1,0,-37,10,-1,-272,-993,0,149
2025-12-15 01:41:11.048,RAW_IMU,4037039790,0,RAW_IMU,4480,2,0,-62,11,-1,-252,-992,0,135
2025-12-15 01:41:11.148,RAW_IMU,4037139797,0,RAW_IMU,4480,1,0,-26,10,-1,-252,-993,0,128
2025-12-15 01:41:11.248,RAW_IMU,4037237379,0,RAW_IMU,4480,2,0,-30,10,-2,-255,-993,0,146
2025-12-15 01:41:11.348,RAW_IMU,4037337388,0,RAW_IMU,4480,1,0,-17,10,-1,-276,-992,0,145
2025-12-15 01:41:11.448,RAW_IMU,4037437381,0,RAW_IMU,4528,1,0,-14,10,-2,-262,-993,0,136
2025-12-15 01:41:11.548,RAW_IMU,4037537393,0,RAW_IMU,4528,1,0,-22,10,-1,-265,-993,0,140
2025-12-15 01:41:11.649,RAW_IMU,4037637404,0,RAW_IMU,4480,2,0,-26,11,-1,-270,-993,0,145
2025-12-15 01:41:11.748,RAW_IMU,4037739812,0,RAW_IMU,4480,2,0,-34,10,-2,-258,-992,0,141
2025-12-15 01:41:11.848,RAW_IMU,4037837349,0,RAW_IMU,4528,1,0,-24,9,-2,-253,-993,0,136
2025-12-15 01:41:11.948,RAW_IMU,4037937376,0,RAW_IMU,4528,1,0,-37,10,-2,-258,-992,0,147
2025-12-15 01:41:12.048,RAW_IMU,4038037341,0,RAW_IMU,4528,1,0,-22,10,-1,-250,-991,0,130
2025-12-15 01:41:12.148,RAW_IMU,4038137332,0,RAW_IMU,4480,1,0,-26,9,-1,-248,-993,0,141
2025-12-15 01:41:12.248,RAW_IMU,4038237357,0,RAW_IMU,4480,1,0,-23,10,-2,-251,-992,0,135
2025-12-15 01:41:12.348,RAW_IMU,4038339802,0,RAW_IMU,4528,2,0,-38,11,-1,-250,-993,0,140
2025-12-15 01:41:12.448,RAW_IMU,4038439781,0,RAW_IMU,4528,1,0,-33,10,-1,-253,-992,0,132
2025-12-15 01:41:12.548,RAW_IMU,4038539793,0,RAW_IMU,4480,0,0,-25,10,-1,-247,-992,0,140
2025-12-15 01:41:12.648,RAW_IMU,4038639780,0,RAW_IMU,4480,1,0,9,10,-2,-247,-993,0,142
2025-12-15 01:41:12.748,RAW_IMU,4038739788,0,RAW_IMU,4528,2,0,-20,11,-1,-253,-992,0,141
2025-12-15 01:41:12.848,RAW_IMU,4038837422,0,RAW_IMU,4528,0,0,-35,10,-1,-241,-993,0,114
2025-12-15 01:41:12.949,RAW_IMU,4038939800,0,RAW_IMU,4528,1,0,-38,10,-1,-265,-993,0,131
2025-12-15 01:41:13.049,RAW_IMU,4039037382,0,RAW_IMU,4480,2,0,-35,10,-1,-253,-992,0,161
2025-12-15 01:41:13.148,RAW_IMU,4039137325,0,RAW_IMU,4480,1,0,-30,10,-1,-257,-992,0,146
2025-12-15 01:41:13.247,RAW_IMU,4039237396,0,RAW_IMU,4480,1,0,-29,10,-1,-245,-992,0,141
2025-12-15 01:41:13.349,RAW_IMU,4039337357,0,RAW_IMU,4528,2,0,-59,10,-1,-267,-992,0,153
2025-12-15 01:41:13.448,RAW_IMU,4039437360,0,RAW_IMU,4480,1,0,-39,10,-1,-261,-992,0,125
2025-12-15 01:41:13.548,RAW_IMU,4039537347,0,RAW_IMU,4480,1,0,-33,10,-1,-259,-993,0,123
2025-12-15 01:41:13.648,RAW_IMU,4039637335,0,RAW_IMU,4528,1,0,-31,10,-1,-244,-992,0,119
2025-12-15 01:41:13.748,RAW_IMU,4039737337,0,RAW_IMU,4528,1,0,-43,10,-1,-263,-992,0,139
2025-12-15 01:41:13.848,RAW_IMU,4039837395,0,RAW_IMU,4528,0,0,-43,10,-1,-248,-993,0,137
2025-12-15 01:41:13.947,RAW_IMU,4039939826,0,RAW_IMU,4480,1,0,-44,9,-1,-246,-993,0,144
2025-12-15 01:41:14.047,RAW_IMU,4040039821,0,RAW_IMU,4480,2,0,-26,10,-2,-258,-993,0,123
2025-12-15 01:41:14.147,RAW_IMU,4040139779,0,RAW_IMU,4528,1,0,-45,10,-1,-256,-991,0,154
2025-12-15 01:41:14.247,RAW_IMU,4040237338,0,RAW_IMU,4528,1,0,-40,10,-1,-246,-993,0,132
2025-12-15 01:41:14.348,RAW_IMU,4040337421,0,RAW_IMU,4528,2,0,-23,10,-2,-248,-992,0,132
2025-12-15 01:41:14.448,RAW_IMU,4040437383,0,RAW_IMU,4480,2,0,-31,10,-1,-266,-991,0,120
2025-12-15 01:41:14.548,RAW_IMU,4040537380,0,RAW_IMU,4480,1,0,-42,10,-1,-242,-993,0,155
2025-12-15 01:41:14.647,RAW_IMU,4040637368,0,RAW_IMU,4480,1,0,-45,10,-1,-253,-994,0,133
2025-12-15 01:41:14.747,RAW_IMU,4040739852,0,RAW_IMU,4528,2,0,-27,10,-2,-252,-993,0,136
2025-12-15 01:41:14.847,RAW_IMU,4040837411,0,RAW_IMU,4480,1,0,-40,10,-1,-259,-993,0,155
2025-12-15 01:41:14.947,RAW_IMU,4040937353,0,RAW_IMU,4480,1,0,-40,9,-1,-251,-993,0,140
2025-12-15 01:41:15.047,RAW_IMU,4041037370,0,RAW_IMU,4480,1,0,-30,10,-1,-252,-992,0,145
2025-12-15 01:41:15.147,RAW_IMU,4041137347,0,RAW_IMU,4480,2,0,-24,10,-1,-265,-992,0,132
2025-12-15 01:41:15.247,RAW_IMU,4041237340,0,RAW_IMU,4528,1,0,-43,10,-2,-253,-992,0,139
2025-12-15 01:41:15.348,RAW_IMU,4041337325,0,RAW_IMU,4528,1,0,-26,10,-1,-253,-993,0,137
2025-12-15 01:41:15.448,RAW_IMU,4041437366,0,RAW_IMU,4480,1,0,-42,11,-1,-247,-992,0,133
2025-12-15 01:41:15.547,RAW_IMU,4041539816,0,RAW_IMU,4528,2,0,-33,10,-1,-275,-992,0,132
2025-12-15 01:41:15.647,RAW_IMU,4041639781,0,RAW_IMU,4480,1,0,-26,10,-1,-257,-992,0,158
2025-12-15 01:41:15.747,RAW_IMU,4041739784,0,RAW_IMU,4480,1,0,-28,10,-1,-245,-993,0,138
2025-12-15 01:41:15.847,RAW_IMU,4041837410,0,RAW_IMU,4480,1,0,-40,10,-1,-248,-992,0,123
2025-12-15 01:41:15.947,RAW_IMU,4041939816,0,RAW_IMU,4480,1,0,-29,10,-1,-270,-992,0,153
