SystemTime_ISO,MsgType,FC_Time_us,alt_msl,alt_rel,cam_idx,completed_captures,flags,foc_len,img_idx,lat,lng,mavpackettype,pitch,roll,target_system,yaw
2025-12-15 01:40:54.564,CAMERA_FEEDBACK,0,0.0,0.0,0,0,0,0.0,0,0,0,CAMERA_FEEDBACK,0.0,0.0,0,0.0
2025-12-15 01:40:54.574,CAMERA_FEEDBACK,0,0.0,0.0,0,0,0,0.0,0,0,0,CAMERA_FEEDBACK,0.0,0.0,0,0.0
2025-12-15 01:40:54.581,CAMERA_FEEDBACK,0,0.0,0.0,0,0,0,0.0,0,0,0,CAMERA_FEEDBACK,0.0,0.0,0,0.0
2025-12-15 01:40:54.587,CAMERA_FEEDBACK,0,0.0,0.0,0,0,0,0.0,0,0,0,CAMERA_FEEDBACK,0.0,0.0,0,0.0
2025-12-15 01:40:54.624,CAMERA_FEEDBACK,0,0.0,0.0,0,0,0,0.0,0,0,0,CAMERA_FEEDBACK,0.0,0.0,0,0.0
2025-12-15 01:40:54.647,CAMERA_FEEDBACK,0,0.0,0.0,0,0,0,0.0,0,0,0,CAMERA_FEEDBACK,0.0,0.0,0,0.0
2025-12-15 01:40:54.747,CAMERA_FEEDBACK,0,0.0,0.0,0,0,0,0.0,0,0,0,CAMERA_FEEDBACK,0.0,0.0,0,0.0
2025-12-15 01:40:54.846,CAMERA_FEEDBACK,0,0.0,0.0,0,0,0,0.0,0,0,0,CAMERA_FEEDBACK,0.0,0.0,0,0.0
2025-12-15 01:40:54.948,CAMERA_FEEDBACK,0,0.0,0.0,0,0,0,0.0,0,0,0,CAMERA_FEEDBACK,0.0,0.0,0,0.0
2025-12-15 01:40:55.046,CAMERA_FEEDBACK,0,0.0,0.0,0,0,0,0.0,0,0,0,CAMERA_FEEDBACK,0.0,0.0,0,0.0
