SystemTime_ISO,MsgType,FC_Time_us,chunk_seq,id,mavpackettype,severity,text
2026-01-14 12:04:50.028,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:05:18.366,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:05:49.364,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:06:20.365,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:06:51.366,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:07:22.366,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:07:53.368,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:08:24.368,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:08:55.368,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:09:26.370,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:09:57.369,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:10:28.371,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:10:59.373,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:11:30.376,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:12:01.377,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:12:32.377,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:13:03.378,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:13:34.378,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:14:05.378,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:14:36.379,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:15:07.381,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:15:38.382,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:16:09.383,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:16:40.384,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
2026-01-14 12:17:11.384,STATUSTEXT,0,0,0,STATUSTEXT,2,PreArm: Motors: Check frame class and type
