SystemTime_ISO,MsgType,FC_Time_us,autopilot,base_mode,custom_mode,mavlink_version,mavpackettype,system_status,type
2026-01-14 12:04:50.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:04:51.830,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:04:52.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:04:53.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:04:54.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:04:55.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:04:56.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:04:57.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:04:58.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:04:59.830,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:00.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:01.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:02.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:03.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:04.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:05.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:06.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:07.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:08.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:09.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:10.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:11.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:12.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:13.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:14.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:15.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:16.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:17.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:18.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:19.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:20.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:21.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:22.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:23.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:24.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:25.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:26.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:27.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:28.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:29.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:30.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:31.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:32.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:33.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:34.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:35.831,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:36.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:37.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:38.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:39.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:40.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:41.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:42.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:43.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:44.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:45.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:46.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:47.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:48.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:49.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:50.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:51.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:52.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:53.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:54.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:55.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:56.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:57.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:58.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:05:59.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:00.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:01.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:02.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:03.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:04.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:05.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:06.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:07.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:08.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:09.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:10.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:11.832,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:12.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:13.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:14.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:15.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:16.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:17.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:18.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:19.834,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:20.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:21.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:22.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:23.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:24.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:25.834,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:26.834,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:27.834,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:28.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:29.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
2026-01-14 12:06:30.833,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,0
