SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,temperature,xacc,xgyro,xmag,yacc,ygyro,ymag,zacc,zgyro,zmag
2025-12-14 21:36:46.373,SCALED_IMU2,14208857,SCALED_IMU2,4808,-27,4,0,26,0,0,-998,-5,0
2025-12-14 21:36:46.396,SCALED_IMU2,14208878,SCALED_IMU2,4808,-25,6,0,27,0,0,-998,-4,0
2025-12-14 21:36:46.414,SCALED_IMU2,14208897,SCALED_IMU2,4808,-23,5,0,25,-3,0,-997,-5,0
2025-12-14 21:36:46.431,SCALED_IMU2,14208920,SCALED_IMU2,4808,-24,4,0,28,-1,0,-998,-4,0
2025-12-14 21:36:46.452,SCALED_IMU2,14208937,SCALED_IMU2,4808,-24,5,0,28,-2,0,-997,-6,0
2025-12-14 21:36:46.470,SCALED_IMU2,14208960,SCALED_IMU2,4808,-25,4,0,26,-2,0,-998,-5,0
2025-12-14 21:36:46.492,SCALED_IMU2,14208978,SCALED_IMU2,4808,-25,5,0,26,-3,0,-995,-6,0
2025-12-14 21:36:46.511,SCALED_IMU2,14208997,SCALED_IMU2,4808,-24,5,0,27,-3,0,-996,-4,0
2025-12-14 21:36:46.532,SCALED_IMU2,14209020,SCALED_IMU2,4808,-25,6,0,26,-3,0,-996,-7,0
2025-12-14 21:36:46.551,SCALED_IMU2,14209037,SCALED_IMU2,4808,-24,6,0,27,-2,0,-998,-5,0
2025-12-14 21:36:46.571,SCALED_IMU2,14209060,SCALED_IMU2,4808,-22,4,0,26,-1,0,-996,-5,0
2025-12-14 21:36:46.592,SCALED_IMU2,14209080,SCALED_IMU2,4808,-22,5,0,26,-2,0,-994,-4,0
2025-12-14 21:36:46.612,SCALED_IMU2,14209097,SCALED_IMU2,4808,-24,6,0,26,-2,0,-997,-4,0
2025-12-14 21:36:46.631,SCALED_IMU2,14209119,SCALED_IMU2,4808,-23,6,0,28,-1,0,-998,-6,0
2025-12-14 21:36:46.651,SCALED_IMU2,14209137,SCALED_IMU2,4808,-25,5,0,27,-3,0,-995,-5,0
2025-12-14 21:36:46.671,SCALED_IMU2,14209160,SCALED_IMU2,4808,-24,4,0,28,-3,0,-997,-6,0
2025-12-14 21:36:46.691,SCALED_IMU2,14209178,SCALED_IMU2,4808,-24,6,0,28,-2,0,-994,-5,0
2025-12-14 21:36:46.712,SCALED_IMU2,14209199,SCALED_IMU2,4808,-25,4,0,23,-3,0,-998,-5,0
2025-12-14 21:36:46.731,SCALED_IMU2,14209220,SCALED_IMU2,4808,-24,5,0,25,-2,0,-996,-6,0
2025-12-14 21:36:46.752,SCALED_IMU2,14209237,SCALED_IMU2,4808,-24,6,0,26,-2,0,-997,-5,0
2025-12-14 21:36:46.770,SCALED_IMU2,14209260,SCALED_IMU2,4808,-23,6,0,26,-2,0,-996,-6,0
2025-12-14 21:36:46.792,SCALED_IMU2,14209278,SCALED_IMU2,4808,-23,4,0,27,-4,0,-996,-5,0
2025-12-14 21:36:46.811,SCALED_IMU2,14209297,SCALED_IMU2,4808,-24,3,0,29,-1,0,-998,-5,0
2025-12-14 21:36:46.832,SCALED_IMU2,14209317,SCALED_IMU2,4808,-24,4,0,25,-2,0,-996,-5,0
2025-12-14 21:36:46.850,SCALED_IMU2,14209340,SCALED_IMU2,4808,-24,5,0,27,-2,0,-996,-5,0
2025-12-14 21:36:46.871,SCALED_IMU2,14209360,SCALED_IMU2,4808,-25,4,0,25,-2,0,-997,-5,0
2025-12-14 21:36:46.892,SCALED_IMU2,14209378,SCALED_IMU2,4808,-25,5,0,26,-1,0,-995,-5,0
2025-12-14 21:36:46.911,SCALED_IMU2,14209397,SCALED_IMU2,4808,-24,5,0,27,-2,0,-996,-6,0
2025-12-14 21:36:46.932,SCALED_IMU2,14209419,SCALED_IMU2,4808,-22,4,0,26,-2,0,-995,-4,0
2025-12-14 21:36:46.951,SCALED_IMU2,14209440,SCALED_IMU2,4807,-24,5,0,25,-2,0,-994,-6,0
2025-12-14 21:36:46.971,SCALED_IMU2,14209460,SCALED_IMU2,4807,-25,6,0,26,-2,0,-996,-5,0
2025-12-14 21:36:46.992,SCALED_IMU2,14209478,SCALED_IMU2,4807,-24,5,0,27,-2,0,-997,-6,0
2025-12-14 21:36:47.011,SCALED_IMU2,14209497,SCALED_IMU2,4807,-25,7,0,25,-1,0,-997,-6,0
2025-12-14 21:36:47.032,SCALED_IMU2,14209519,SCALED_IMU2,4807,-23,5,0,27,-2,0,-996,-4,0
2025-12-14 21:36:47.050,SCALED_IMU2,14209540,SCALED_IMU2,4807,-24,5,0,25,-1,0,-997,-5,0
2025-12-14 21:36:47.071,SCALED_IMU2,14209560,SCALED_IMU2,4807,-23,6,0,26,-3,0,-997,-6,0
2025-12-14 21:36:47.092,SCALED_IMU2,14209580,SCALED_IMU2,4807,-25,7,0,25,-3,0,-997,-4,0
2025-12-14 21:36:47.111,SCALED_IMU2,14209597,SCALED_IMU2,4807,-24,5,0,26,-3,0,-996,-5,0
2025-12-14 21:36:47.135,SCALED_IMU2,14209619,SCALED_IMU2,4807,-25,5,0,25,-3,0,-996,-5,0
2025-12-14 21:36:47.152,SCALED_IMU2,14209640,SCALED_IMU2,4808,-27,5,0,26,-4,0,-994,-4,0
2025-12-14 21:36:47.170,SCALED_IMU2,14209657,SCALED_IMU2,4808,-24,5,0,27,-1,0,-996,-6,0
2025-12-14 21:36:47.192,SCALED_IMU2,14209680,SCALED_IMU2,4808,-24,3,0,26,-1,0,-996,-5,0
2025-12-14 21:36:47.211,SCALED_IMU2,14209699,SCALED_IMU2,4808,-24,4,0,26,-3,0,-997,-6,0
2025-12-14 21:36:47.232,SCALED_IMU2,14209717,SCALED_IMU2,4808,-24,3,0,25,-4,0,-997,-5,0
2025-12-14 21:36:47.250,SCALED_IMU2,14209740,SCALED_IMU2,4808,-24,5,0,27,-2,0,-999,-4,0
2025-12-14 21:36:47.270,SCALED_IMU2,14209757,SCALED_IMU2,4808,-24,5,0,25,-2,0,-996,-5,0
2025-12-14 21:36:47.292,SCALED_IMU2,14209780,SCALED_IMU2,4808,-23,4,0,25,-3,0,-996,-6,0
2025-12-14 21:36:47.312,SCALED_IMU2,14209797,SCALED_IMU2,4808,-24,6,0,26,-1,0,-996,-5,0
2025-12-14 21:36:47.332,SCALED_IMU2,14209817,SCALED_IMU2,4808,-25,4,0,26,-1,0,-996,-4,0
2025-12-14 21:36:47.351,SCALED_IMU2,14209840,SCALED_IMU2,4808,-24,5,0,26,-3,0,-997,-5,0
2025-12-14 21:36:47.370,SCALED_IMU2,14209857,SCALED_IMU2,4808,-24,4,0,26,-2,0,-997,-5,0
2025-12-14 21:36:47.392,SCALED_IMU2,14209880,SCALED_IMU2,4808,-25,6,0,27,-2,0,-996,-5,0
2025-12-14 21:36:47.411,SCALED_IMU2,14209897,SCALED_IMU2,4808,-26,5,0,27,-3,0,-998,-5,0
2025-12-14 21:36:47.432,SCALED_IMU2,14209919,SCALED_IMU2,4808,-24,5,0,26,-2,0,-996,-5,0
2025-12-14 21:36:47.452,SCALED_IMU2,14209940,SCALED_IMU2,4808,-25,6,0,27,-2,0,-998,-6,0
2025-12-14 21:36:47.471,SCALED_IMU2,14209957,SCALED_IMU2,4808,-24,5,0,25,-1,0,-997,-6,0
2025-12-14 21:36:47.492,SCALED_IMU2,14209980,SCALED_IMU2,4807,-25,5,0,25,-2,0,-997,-4,0
2025-12-14 21:36:47.512,SCALED_IMU2,14209999,SCALED_IMU2,4807,-24,5,0,27,-3,0,-997,-5,0
2025-12-14 21:36:47.531,SCALED_IMU2,14210017,SCALED_IMU2,4807,-24,5,0,26,-3,0,-994,-4,0
2025-12-14 21:36:47.551,SCALED_IMU2,14210040,SCALED_IMU2,4807,-26,4,0,26,-4,0,-995,-5,0
2025-12-14 21:36:47.571,SCALED_IMU2,14210057,SCALED_IMU2,4807,-24,5,0,26,-2,0,-997,-5,0
2025-12-14 21:36:47.592,SCALED_IMU2,14210080,SCALED_IMU2,4807,-23,8,0,26,-3,0,-995,-4,0
2025-12-14 21:36:47.612,SCALED_IMU2,14210099,SCALED_IMU2,4807,-23,5,0,26,-1,0,-996,-6,0
2025-12-14 21:36:47.631,SCALED_IMU2,14210117,SCALED_IMU2,4807,-24,4,0,26,-1,0,-998,-6,0
2025-12-14 21:36:47.651,SCALED_IMU2,14210140,SCALED_IMU2,4807,-24,6,0,27,-2,0,-997,-6,0
2025-12-14 21:36:47.671,SCALED_IMU2,14210157,SCALED_IMU2,4807,-25,5,0,26,-2,0,-995,-5,0
2025-12-14 21:36:47.692,SCALED_IMU2,14210180,SCALED_IMU2,4807,-24,6,0,29,-2,0,-997,-6,0
2025-12-14 21:36:47.712,SCALED_IMU2,14210197,SCALED_IMU2,4807,-24,5,0,27,-1,0,-997,-6,0
