SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,param_count,param_id,param_index,param_type,param_value
2025-12-14 21:37:03.945,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:37:34.946,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:38:05.947,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:38:36.948,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:39:07.950,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:39:38.951,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:40:09.953,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:40:40.953,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:41:11.954,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:41:42.955,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:42:13.957,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:42:44.958,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:43:15.958,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:43:46.960,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:44:17.961,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:44:48.962,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:45:19.963,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:45:50.965,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:46:21.965,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:46:52.966,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:47:23.968,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:47:54.969,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:48:25.970,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:48:56.972,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:49:27.972,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:49:58.973,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:50:29.974,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:51:00.976,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:51:31.977,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:52:02.977,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:52:33.978,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:53:04.980,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:53:35.981,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:54:06.982,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:54:37.984,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:55:08.984,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:55:39.985,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:56:10.986,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:56:41.987,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:57:12.989,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:57:43.989,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:58:14.990,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:58:45.991,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:59:16.993,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 21:59:47.994,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:00:18.995,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:00:49.995,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:01:20.997,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:01:51.998,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:02:22.999,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:02:54.000,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:03:25.002,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:03:56.002,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:04:27.003,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:04:58.004,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:05:29.006,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:06:00.007,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:06:31.007,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:07:02.008,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:07:33.010,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:08:04.011,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:08:35.012,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:09:06.013,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:09:37.014,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:10:08.015,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:10:39.016,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:11:10.017,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:11:41.019,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:12:12.020,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:12:43.020,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:13:14.021,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:13:45.023,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
2025-12-14 22:14:16.024,PARAM_VALUE,0,PARAM_VALUE,973,STAT_RUNTIME,65535,6,0.0
