SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,tc1,ts1
2025-12-14 21:36:51.340,TIMESYNC,0,TIMESYNC,0,14213832463001
2025-12-14 21:37:01.344,TIMESYNC,0,TIMESYNC,0,14223835227001
2025-12-14 21:37:11.346,TIMESYNC,0,TIMESYNC,0,14233837470001
2025-12-14 21:37:21.349,TIMESYNC,0,TIMESYNC,0,14243840177001
2025-12-14 21:37:31.352,TIMESYNC,0,TIMESYNC,0,14253842588001
2025-12-14 21:37:41.355,TIMESYNC,0,TIMESYNC,0,14263844957001
2025-12-14 21:37:51.358,TIMESYNC,0,TIMESYNC,0,14273847634001
2025-12-14 21:38:01.360,TIMESYNC,0,TIMESYNC,0,14283849933001
2025-12-14 21:38:11.364,TIMESYNC,0,TIMESYNC,0,14293852629001
2025-12-14 21:38:21.373,TIMESYNC,0,TIMESYNC,0,14303855119001
2025-12-14 21:38:31.379,TIMESYNC,0,TIMESYNC,0,14313857400001
2025-12-14 21:38:41.376,TIMESYNC,0,TIMESYNC,0,14323860142001
2025-12-14 21:38:51.381,TIMESYNC,0,TIMESYNC,0,14333862384001
2025-12-14 21:39:01.382,TIMESYNC,0,TIMESYNC,0,14343865102001
2025-12-14 21:39:11.383,TIMESYNC,0,TIMESYNC,0,14353867585001
2025-12-14 21:39:21.384,TIMESYNC,0,TIMESYNC,0,14363869941001
2025-12-14 21:39:31.387,TIMESYNC,0,TIMESYNC,0,14373872773001
2025-12-14 21:39:41.389,TIMESYNC,0,TIMESYNC,0,14383874914001
2025-12-14 21:39:51.393,TIMESYNC,0,TIMESYNC,0,14393877960001
2025-12-14 21:40:01.395,TIMESYNC,0,TIMESYNC,0,14403880421001
2025-12-14 21:40:11.399,TIMESYNC,0,TIMESYNC,0,14413882417001
2025-12-14 21:40:21.401,TIMESYNC,0,TIMESYNC,0,14423885224001
2025-12-14 21:40:31.403,TIMESYNC,0,TIMESYNC,0,14433887439001
2025-12-14 21:40:41.407,TIMESYNC,0,TIMESYNC,0,14443890149001
2025-12-14 21:40:51.409,TIMESYNC,0,TIMESYNC,0,14453892588001
2025-12-14 21:41:01.413,TIMESYNC,0,TIMESYNC,0,14463894995001
2025-12-14 21:41:11.415,TIMESYNC,0,TIMESYNC,0,14473897612001
2025-12-14 21:41:21.418,TIMESYNC,0,TIMESYNC,0,14483899973001
2025-12-14 21:41:31.422,TIMESYNC,0,TIMESYNC,0,14493902674001
2025-12-14 21:41:41.431,TIMESYNC,0,TIMESYNC,0,14503905041001
2025-12-14 21:41:51.438,TIMESYNC,0,TIMESYNC,0,14513907411001
2025-12-14 21:42:01.438,TIMESYNC,0,TIMESYNC,0,14523910132001
2025-12-14 21:42:11.433,TIMESYNC,0,TIMESYNC,0,14533912420001
2025-12-14 21:42:21.439,TIMESYNC,0,TIMESYNC,0,14543915191001
2025-12-14 21:42:31.440,TIMESYNC,0,TIMESYNC,0,14553917624001
2025-12-14 21:42:41.440,TIMESYNC,0,TIMESYNC,0,14563919909001
2025-12-14 21:42:51.444,TIMESYNC,0,TIMESYNC,0,14573922624001
2025-12-14 21:43:01.446,TIMESYNC,0,TIMESYNC,0,14583924934001
2025-12-14 21:43:11.450,TIMESYNC,0,TIMESYNC,0,14593927611001
2025-12-14 21:43:21.453,TIMESYNC,0,TIMESYNC,0,14603930142001
2025-12-14 21:43:31.456,TIMESYNC,0,TIMESYNC,0,14613932401001
