SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,temperature,xacc,xgyro,xmag,yacc,ygyro,ymag,zacc,zgyro,zmag
2026-01-12 14:55:36.491,SCALED_IMU3,1184466,SCALED_IMU3,4933,3,-4,0,-6,4,0,-908,2,0
2026-01-12 14:55:36.499,SCALED_IMU3,1184486,SCALED_IMU3,4933,3,-3,0,-7,3,0,-908,4,0
2026-01-12 14:55:36.500,SCALED_IMU3,1184506,SCALED_IMU3,4933,4,0,0,-5,3,0,-908,6,0
2026-01-12 14:55:36.501,SCALED_IMU3,1184526,SCALED_IMU3,4933,5,-3,0,-7,3,0,-910,5,0
2026-01-12 14:55:36.501,SCALED_IMU3,1184546,SCALED_IMU3,4933,2,-2,0,-7,1,0,-906,1,0
2026-01-12 14:55:36.519,SCALED_IMU3,1184566,SCALED_IMU3,4933,5,-2,0,-7,2,0,-907,1,0
2026-01-12 14:55:36.529,SCALED_IMU3,1184589,SCALED_IMU3,4933,4,-1,0,-7,2,0,-910,4,0
2026-01-12 14:55:36.546,SCALED_IMU3,1184606,SCALED_IMU3,4933,3,-2,0,-7,5,0,-909,3,0
2026-01-12 14:55:36.560,SCALED_IMU3,1184626,SCALED_IMU3,4933,3,-1,0,-7,0,0,-909,1,0
2026-01-12 14:55:36.581,SCALED_IMU3,1184648,SCALED_IMU3,4933,3,-1,0,-7,1,0,-909,2,0
2026-01-12 14:55:36.601,SCALED_IMU3,1184668,SCALED_IMU3,4933,5,-3,0,-7,3,0,-910,3,0
2026-01-12 14:55:36.620,SCALED_IMU3,1184686,SCALED_IMU3,4933,5,-2,0,-9,2,0,-909,5,0
2026-01-12 14:55:36.640,SCALED_IMU3,1184706,SCALED_IMU3,4933,4,-2,0,-8,1,0,-907,2,0
2026-01-12 14:55:36.661,SCALED_IMU3,1184728,SCALED_IMU3,4933,4,-1,0,-6,4,0,-909,6,0
2026-01-12 14:55:36.681,SCALED_IMU3,1184748,SCALED_IMU3,4933,3,-4,0,-6,2,0,-908,4,0
2026-01-12 14:55:36.700,SCALED_IMU3,1184766,SCALED_IMU3,4933,6,-4,0,-6,3,0,-909,5,0
2026-01-12 14:55:36.720,SCALED_IMU3,1184786,SCALED_IMU3,4933,4,-4,0,-7,1,0,-909,6,0
2026-01-12 14:55:36.741,SCALED_IMU3,1184808,SCALED_IMU3,4933,3,-2,0,-7,2,0,-908,3,0
2026-01-12 14:55:36.761,SCALED_IMU3,1184828,SCALED_IMU3,4934,3,-1,0,-6,3,0,-909,5,0
2026-01-12 14:55:36.781,SCALED_IMU3,1184846,SCALED_IMU3,4933,4,0,0,-6,3,0,-909,6,0
2026-01-12 14:55:36.801,SCALED_IMU3,1184868,SCALED_IMU3,4933,4,-3,0,-7,4,0,-909,4,0
2026-01-12 14:55:36.820,SCALED_IMU3,1184886,SCALED_IMU3,4933,2,-1,0,-8,2,0,-909,4,0
2026-01-12 14:55:36.841,SCALED_IMU3,1184908,SCALED_IMU3,4933,5,-1,0,-8,2,0,-908,3,0
2026-01-12 14:55:36.861,SCALED_IMU3,1184928,SCALED_IMU3,4933,6,0,0,-9,1,0,-905,4,0
2026-01-12 14:55:36.881,SCALED_IMU3,1184948,SCALED_IMU3,4933,4,-1,0,-7,1,0,-908,6,0
2026-01-12 14:55:36.900,SCALED_IMU3,1184966,SCALED_IMU3,4933,3,-2,0,-7,0,0,-909,7,0
2026-01-12 14:55:36.920,SCALED_IMU3,1184986,SCALED_IMU3,4933,2,-2,0,-6,2,0,-909,5,0
2026-01-12 14:55:36.941,SCALED_IMU3,1185008,SCALED_IMU3,4933,7,-2,0,-9,1,0,-910,6,0
2026-01-12 14:55:36.961,SCALED_IMU3,1185028,SCALED_IMU3,4933,5,-3,0,-8,3,0,-909,4,0
