SystemTime_ISO,MsgType,FC_Time_us,autopilot,base_mode,custom_mode,mavlink_version,mavpackettype,system_status,type
2026-01-14 12:54:51.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:54:52.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:54:53.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:54:54.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:54:55.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:54:56.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:54:57.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:54:58.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:54:59.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:00.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:01.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:02.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:03.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:04.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:05.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:06.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:07.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:08.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:09.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:10.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:11.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:12.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:13.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:14.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:15.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:16.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:17.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:18.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:19.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:20.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:21.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:22.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:23.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:24.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:25.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:26.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:27.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:28.101,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:29.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:30.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:31.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:32.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:33.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:34.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:35.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:36.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:37.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:38.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:39.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:40.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:41.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:42.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:43.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:44.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:45.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:46.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:47.102,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:48.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:49.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:50.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:51.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:52.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:53.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:54.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:55.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:56.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:57.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:58.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:55:59.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:00.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:01.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:02.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:03.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:04.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:05.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:06.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:07.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:08.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:09.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:10.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:11.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:12.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:13.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:14.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:15.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:16.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:17.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:18.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:19.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:20.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:21.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:22.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:23.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:24.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:25.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:26.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:27.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:28.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:29.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:30.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:31.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:32.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:33.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:34.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:35.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:36.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:37.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:38.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:39.103,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:40.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:41.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:42.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:43.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:44.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:45.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:46.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:47.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:48.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:49.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:50.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:51.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:52.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:53.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:54.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:55.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:56.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:57.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:58.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:56:59.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:00.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:01.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:02.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:03.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:04.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:05.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:06.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:07.104,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:08.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:09.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:10.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:11.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:12.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:13.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:14.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:15.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:16.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:17.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:18.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:19.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:20.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:21.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:22.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:23.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:24.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:25.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:26.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:27.105,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:28.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:29.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:30.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:31.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:32.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:33.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:34.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:35.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:36.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:37.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:38.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:39.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:40.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:41.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:42.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:43.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:44.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:45.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:46.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:47.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:48.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:49.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:50.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:51.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:52.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:53.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:54.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:55.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:56.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:57.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:58.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:57:59.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:00.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:01.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:02.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:03.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:04.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:05.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:06.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:07.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:08.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:09.106,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:10.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:11.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:12.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:13.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:14.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:15.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:16.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:17.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:18.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:19.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:20.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:21.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:22.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:23.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:24.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:25.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:26.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:27.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:28.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:29.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:30.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:31.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:32.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:33.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:34.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:35.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:36.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:37.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:38.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:39.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:40.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:41.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:42.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:43.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:44.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:45.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:46.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:47.107,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:48.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:49.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:50.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:51.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
2026-01-14 12:58:52.108,HEARTBEAT,0,3,81,0,3,HEARTBEAT,3,2
